========================================
h+ho2=hooh_W1_Energy_1_34.9759.out
0.1 atm
T,R->P1
200.0,7.91442e-11
210.0,7.88221e-11
220.0,7.87272e-11
230.0,7.86458e-11
240.0,7.8538e-11
250.0,7.83919e-11
260.0,7.85218e-11
270.0,7.84443e-11
280.0,7.86348e-11
290.0,7.86322e-11
300.0,7.88585e-11
310.0,7.89583e-11
320.0,7.91569e-11
330.0,7.92784e-11
340.0,7.94972e-11
350.0,7.9704e-11
360.0,7.99183e-11
370.0,8.01239e-11
380.0,8.03887e-11
390.0,8.05497e-11
400.0,8.08575e-11
410.0,8.1134e-11
420.0,8.13771e-11
430.0,8.15313e-11
440.0,8.19558e-11
450.0,8.21676e-11
460.0,8.24748e-11
470.0,8.27558e-11
480.0,8.30034e-11
490.0,8.33758e-11
500.0,8.35977e-11
510.0,8.3969e-11
520.0,8.41962e-11
530.0,8.45742e-11
540.0,8.48252e-11
550.0,8.50219e-11
560.0,8.5434e-11
570.0,8.57474e-11
580.0,8.6031e-11
590.0,8.62474e-11
600.0,8.66474e-11
610.0,8.6986e-11
620.0,8.72824e-11
630.0,8.74967e-11
640.0,8.79004e-11
650.0,8.81644e-11
660.0,8.84843e-11
670.0,8.87596e-11
680.0,8.90808e-11
690.0,8.94012e-11
700.0,8.9697e-11
800.0,9.2756e-11
900.0,9.56899e-11
1000.0,9.85514e-11
1100.0,1.01277e-10
1200.0,1.03914e-10
1300.0,1.06388e-10
1400.0,1.08766e-10
1500.0,1.11024e-10
1600.0,1.13109e-10
1700.0,1.15113e-10
1800.0,1.16962e-10
1900.0,1.1868e-10
2000.0,1.20275e-10
2100.0,1.21752e-10
2200.0,1.23099e-10
2300.0,1.24334e-10
2400.0,1.25434e-10
2500.0,1.26417e-10
2600.0,1.27275e-10
2700.0,1.28043e-10
2800.0,1.28695e-10
2900.0,1.29244e-10
3000.0,1.29683e-10
========================================
h+ho2=hooh_W1_Energy_1_34.9759.out
1 atm
T,R->P1
200.0,7.91443e-11
210.0,7.88223e-11
220.0,7.87273e-11
230.0,7.86459e-11
240.0,7.85381e-11
250.0,7.8392e-11
260.0,7.85219e-11
270.0,7.84444e-11
280.0,7.86349e-11
290.0,7.86323e-11
300.0,7.88586e-11
310.0,7.89584e-11
320.0,7.9157e-11
330.0,7.92785e-11
340.0,7.94973e-11
350.0,7.97041e-11
360.0,7.99183e-11
370.0,8.0124e-11
380.0,8.03888e-11
390.0,8.05498e-11
400.0,8.08576e-11
410.0,8.11341e-11
420.0,8.13771e-11
430.0,8.15314e-11
440.0,8.19558e-11
450.0,8.21677e-11
460.0,8.24748e-11
470.0,8.27558e-11
480.0,8.30034e-11
490.0,8.33758e-11
500.0,8.35977e-11
510.0,8.3969e-11
520.0,8.41962e-11
530.0,8.45741e-11
540.0,8.48252e-11
550.0,8.50219e-11
560.0,8.54339e-11
570.0,8.57473e-11
580.0,8.60309e-11
590.0,8.62473e-11
600.0,8.66473e-11
610.0,8.69859e-11
620.0,8.72823e-11
630.0,8.74966e-11
640.0,8.79003e-11
650.0,8.81642e-11
660.0,8.84842e-11
670.0,8.87594e-11
680.0,8.90806e-11
690.0,8.9401e-11
700.0,8.96967e-11
800.0,9.27555e-11
900.0,9.56892e-11
1000.0,9.85501e-11
1100.0,1.01276e-10
1200.0,1.03912e-10
1300.0,1.06385e-10
1400.0,1.08762e-10
1500.0,1.11017e-10
1600.0,1.13098e-10
1700.0,1.151e-10
1800.0,1.16947e-10
1900.0,1.18656e-10
2000.0,1.20253e-10
2100.0,1.21723e-10
2200.0,1.2306e-10
2300.0,1.243e-10
2400.0,1.25362e-10
2500.0,1.26359e-10
2600.0,1.27177e-10
