Pressure (atm),Temperature (K),B1_Frequencies_1_W1->P3,B1_Frequencies_1_W1->P2,B1_Frequencies_1_W1->P1,B1_Frequencies_1_P1->P2,B1_Frequencies_1_P1->P3,B1_Frequencies_1_P2->P3,B1_Energy_1_W1->P3,B1_Energy_1_W1->P2,B1_Energy_1_W1->P1,B1_Energy_1_P1->P2,B1_Energy_1_P1->P3,B1_Energy_1_P2->P3,W1_Frequencies_1_W1->P3,W1_Frequencies_1_W1->P2,W1_Frequencies_1_W1->P1,W1_Frequencies_1_P1->P2,W1_Frequencies_1_P1->P3,W1_Frequencies_1_P2->P3,B3_Frequencies_1_W1->P3,B3_Frequencies_1_W1->P2,B3_Frequencies_1_W1->P1,B3_Frequencies_1_P1->P2,B3_Frequencies_1_P1->P3,B3_Frequencies_1_P2->P3,B2_SymmetryFactor_1_W1->P3,B2_SymmetryFactor_1_W1->P2,B2_SymmetryFactor_1_W1->P1,B2_SymmetryFactor_1_P1->P2,B2_SymmetryFactor_1_P1->P3,B2_SymmetryFactor_1_P2->P3,B2_Frequencies_1_W1->P3,B2_Frequencies_1_W1->P2,B2_Frequencies_1_W1->P1,B2_Frequencies_1_P1->P2,B2_Frequencies_1_P1->P3,B2_Frequencies_1_P2->P3,B1_SymmetryFactor_1_W1->P3,B1_SymmetryFactor_1_W1->P2,B1_SymmetryFactor_1_W1->P1,B1_SymmetryFactor_1_P1->P2,B1_SymmetryFactor_1_P1->P3,B1_SymmetryFactor_1_P2->P3,B2_HinderRotor_1_W1->P3,B2_HinderRotor_1_W1->P2,B2_HinderRotor_1_W1->P1,B2_HinderRotor_1_P1->P2,B2_HinderRotor_1_P1->P3,B2_HinderRotor_1_P2->P3,W1_Energy_1_W1->P3,W1_Energy_1_W1->P2,W1_Energy_1_W1->P1,W1_Energy_1_P1->P2,W1_Energy_1_P1->P3,W1_Energy_1_P2->P3,B3_Energy_1_W1->P3,B3_Energy_1_W1->P2,B3_Energy_1_W1->P1,B3_Energy_1_P1->P2,B3_Energy_1_P1->P3,B3_Energy_1_P2->P3,B2_Energy_1_W1->P3,B2_Energy_1_W1->P2,B2_Energy_1_W1->P1,B2_Energy_1_P1->P2,B2_Energy_1_P1->P3,B2_Energy_1_P2->P3,B3_SymmetryFactor_1_W1->P3,B3_SymmetryFactor_1_W1->P2,B3_SymmetryFactor_1_W1->P1,B3_SymmetryFactor_1_P1->P2,B3_SymmetryFactor_1_P1->P3,B3_SymmetryFactor_1_P2->P3,W1_SymmetryFactor_1_W1->P3,W1_SymmetryFactor_1_W1->P2,W1_SymmetryFactor_1_W1->P1,W1_SymmetryFactor_1_P1->P2,W1_SymmetryFactor_1_P1->P3,W1_SymmetryFactor_1_P2->P3,W1_HinderRotor_1_W1->P3,W1_HinderRotor_1_W1->P2,W1_HinderRotor_1_W1->P1,W1_HinderRotor_1_P1->P2,W1_HinderRotor_1_P1->P3,W1_HinderRotor_1_P2->P3
0.5,290.0,0.07844228723125216,2.4594973314872366,-0.4255804737186206,-0.7296011077716907,-0.979899634734529,2.4747943416225344,-0.16289831383390185,0.6002025542402242,-1.7339209566926796,-0.17132835257747311,-0.6871147880261566,0.30497675976149075,-0.10066151650544818,-18.28690684770049,0.05258184577743334,2.1425855641490505,8.661068652817741,1.9596303403080084,-0.9860040887954555,0.0,0.0,-2.6089236874862753e-05,-1.2322998660668962,-1.4361768745389438,0.0034484648199129956,-0.9999976142955824,-1.2230453143994141e-05,-1.00507323267721,-0.00594013926284469,-1.0047847245872412,-0.0009384715849026807,-0.1574815169154364,-3.170217300021351e-05,-0.45618953326623074,-0.052046636597163215,-1.4234546296753547,0.03297638645329799,1.1027140166056701,-0.9905851206483417,-0.3191010631631389,-0.7929318113847905,0.7553972454225247,0.0,0.0,0.0,0.0,0.0,0.0,1.7300233019581785,1.5864598341931089,1.7326744472244833,0.040172865440268136,0.10721372270205239,0.030469357463190547,-1.3317284209233817,0.00026217349114694076,0.00022266150968827973,-3.4867336730128945e-05,-1.1557578276818152,-1.0790994888186676,0.002644746150268342,-2.203125372026269,-5.2233357698298256e-06,-1.610441597229986,-0.00029007214452755626,-0.9936870222747606,-0.9963655591429214,0.0,0.0,-1.9114280560769235e-06,-0.9999980465679974,-1.0000253022489687,0.9724852053315223,-0.16958636512651304,0.9901104684738717,0.2997442413461697,0.7929880944586403,0.23481207191802442,0.0,0.0,0.0,0.0,0.0,0.0
0.5,300.0,0.006344240581047389,2.5182554118723917,-0.46236503996787964,-0.7710317017514916,-1.1812702052495228,2.461959022041037,-0.28421185223576667,0.6073142506243934,-1.6764472407663054,-0.16239357688268524,-0.6522735488592339,0.31476184030789855,0.19370107676931791,-18.420135486889485,0.06943945369526917,2.0123220116103373,8.653509032032646,1.7535285522001698,-1.0511156485954591,0.0,0.0,4.89611325111555e-06,-1.3069681968414115,-1.4837386217376833,-0.0005608744623376208,-0.999943786606008,2.700985496748462e-06,-0.9986653239143799,0.00166257186318524,-0.9978822689366205,0.00035314863095983084,-0.19126437150409129,6.896407341856971e-06,-0.46560740588120525,0.013143071147822013,-1.3927426829279896,0.001019483157315439,1.1183477463426734,-0.9927824626737796,-0.30883161614245186,-0.80638888372074,0.772316686972388,0.0,0.0,0.0,0.0,0.0,0.0,1.6774407409047205,1.5281571691763003,1.6765792132211401,0.038009984701544014,0.10743892662683946,0.027437685821169164,-1.3660917168322795,-0.000375258606147812,-6.197098225231031e-05,-6.205532107685053e-05,-1.1335854026929975,-1.0679911434952247,-0.00043284007724491075,-2.150897158414626,1.3409254832228465e-06,-1.5591594426175726,0.00018060024693964402,-0.9533768511111782,-1.0006844284720164,0.0,0.0,4.115675913289199e-07,-0.9999924398112592,-1.000000586685908,0.9980284995791214,-0.18507676425995787,0.9920218238266783,0.28349968958662297,0.7972186366921138,0.2116757533560734,0.0,0.0,0.0,0.0,0.0,0.0
0.5,310.0,-0.03415965349022551,2.576597766029102,-0.49290332872565756,-0.7660233353544156,-1.2484101722287093,2.5447837266774416,-0.33715135879291047,0.6162662487716847,-1.622306602292961,-0.15386212331020743,-0.605196675284536,0.32122825880356864,0.37147800506324563,-18.58194031351399,0.07392120633055997,1.8918203939941667,8.327623233613046,1.5479687410962288,-1.0765422443356383,0.0,0.0,1.727316578547847e-05,-1.3424880744895478,-1.5061151817272576,-0.0022115991134982853,-0.999923168585064,8.462431161047725e-06,-0.9962429353837264,0.004389515650483257,-0.9952882859693228,0.0007659251185616341,-0.21123406490446575,2.180046258777238e-05,-0.4917518805635216,0.037215247032786614,-1.4738963143269141,-0.015678928621851107,1.137474616791545,-0.9925201551364683,-0.29564126956378384,-0.7839731137995533,0.7944784159695031,0.0,0.0,0.0,0.0,0.0,0.0,1.6259415905033097,1.472230268653345,1.623019525358348,0.03601399051723842,0.10370101896282118,0.02434437025645379,-1.3794510817463583,-0.0005616540940811622,-0.00015948867878205552,-6.332453585875752e-05,-1.123030375719142,-1.0628162069946376,-0.0016999161352627907,-2.10341519192654,3.776754546552223e-06,-1.5113668690151123,0.00030643165279348167,-0.9075291413549097,-1.0024085440287434,0.0,0.0,1.3078684543222966e-06,-0.9999922592738955,-0.999990435861932,1.0121007977132452,-0.20401189364002031,0.9915857421970118,0.26848557905078485,0.7712183341280366,0.1879976504718663,0.0,0.0,0.0,0.0,0.0,0.0
0.5,320.0,-0.052986551099506646,2.634085962128068,-0.5199136064612929,-0.7359397659230864,-1.234354040939121,2.681682857793509,-0.3471340276350867,0.6260324221504944,-1.5713279524182437,-0.14571437638086998,-0.5524907350716006,0.32503633188470066,0.46730038844032656,-18.752811742343212,0.07247747671257543,1.7794718721717129,7.81633843045645,1.3523744118928558,-1.0814202418773802,0.0,0.0,1.918794933685623e-05,-1.3554933040314654,-1.515358592473919,-0.0025186351731018497,-0.9999203957186773,9.134750170388832e-06,-0.9960051666937266,0.004485580452575096,-0.9949793551162303,0.0007222267539135265,-0.22371736238118256,2.3560773059195317e-05,-0.5281153074105258,0.0388591724629614,-1.6243514494904618,-0.022344562421856774,1.158199074009504,-0.9908635223591802,-0.28111236443201154,-0.7404919955521888,0.8183148886828111,0.0,0.0,0.0,0.0,0.0,0.0,1.5761430879094185,1.418968452895876,1.572162874756041,0.03414453343324635,0.0976281478440162,0.021358390601532655,-1.3789163416256187,-0.0005092586609611706,-0.0001574295496857524,-5.15595502876311e-05,-1.118947828328563,-1.0603607438582479,-0.0019351524129834756,-2.0597243299946286,3.951388590142327e-06,-1.4666959057112214,0.0002628319395462697,-0.859836012682523,-1.002673793140421,0.0,0.0,1.4137377390663986e-06,-0.9999947525498023,-0.9999884055456855,1.0182611914229434,-0.2244989300099625,0.9898082984974932,0.25441414565924547,0.7272942010119487,0.16509657210726947,0.0,0.0,0.0,0.0,0.0,0.0
0.5,330.0,-0.05649623700878061,2.69043371029756,-0.5450143439526192,-0.6939381799017522,-1.1736211360107263,2.8459313909714736,-0.33093560898160923,0.6359926013380356,-1.5233090280804271,-0.13793802972075947,-0.49835907272972324,0.3267430427866642,0.503051490546214,-18.921346552723687,0.06848742008072953,1.6742084015148622,7.207863654731796,1.1717434126321518,-1.0772808288263462,0.0,0.0,1.5713191607045707e-05,-1.3567973406665534,-1.519195494121996,-0.0021189019197577845,-0.9999261097323007,7.239908334284934e-06,-0.9968470595326814,0.0033248874469868645,-0.9957304839355969,0.0004743989081321098,-0.23256397503072285,1.8697286041170158e-05,-0.5704734973719865,0.02954639554667274,-1.8153780496016603,-0.022218834173607035,1.1793615563954907,-0.9884414855615218,-0.266219894577047,-0.6857123680408119,0.8417325296112705,0.0,0.0,0.0,0.0,0.0,0.0,1.5283392045896949,1.3684603968362388,1.5240206918569004,0.032377156570736976,0.09030553619888171,0.018573078161274962,-1.3694550189774022,-0.0003478842980063097,-0.00010876073662211176,-3.460587556785844e-05,-1.1180244187480373,-1.058650292870765,-0.0016273923442197752,-2.0191538243357123,3.0112562845458866e-06,-1.4248292798832725,0.0001551191580335424,-0.812611452565595,-1.0021876077883825,0.0,0.0,1.1220606403497219e-06,-0.9999982815149687,-0.9999905092967598,1.018721287649092,-0.24538213896968097,0.9872829094778587,0.24111075895680867,0.6736636882162064,0.14370424452641897,0.0,0.0,0.0,0.0,0.0,0.0
0.5,340.0,-0.04876041204481047,2.745461150569856,-0.5691259172066979,-0.6479172507481655,-1.088460658643715,3.0206177751861962,-0.29956065241398644,0.6457847811862167,-1.4780379098024712,-0.13052392818683042,-0.44540620597818503,0.3268103604983504,0.4926808345051038,-19.081214885247277,0.0635397108953194,1.575295482219702,6.560077462394703,1.008299954880742,-1.070829937355846,0.0,0.0,9.938963765111808e-06,-1.3533513136121917,-1.5224898332524162,-0.0014042090915135177,-0.999934774086172,4.299607272113755e-06,-0.9981082164269385,0.0017254695026009612,-0.9968229804501451,0.00016785022867906168,-0.24005071920595922,1.1142802045600791e-05,-0.6161235646528702,0.016134184167975758,-2.0276975449573498,-0.01730036477567022,1.2002740306816293,-0.9856108304975257,-0.2515474514692455,-0.6260058472212542,0.8635729954178731,0.0,0.0,0.0,0.0,0.0,0.0,1.4826289156279124,1.320674332305768,1.4785134703835574,0.030697140361356835,0.08244913111582473,0.016033892006798018,-1.3545286783797836,-0.00015456334253248453,-4.4537281142320894e-05,-1.7076021910442807e-05,-1.1181669841683943,-1.0565181730727022,-0.0010774881201809985,-1.9812224092595556,1.6422777034342783e-06,-1.3854921266820148,4.4116402067585615e-05,-0.7672540295827545,-1.0013809766567419,0.0,0.0,6.695681597863478e-07,-1.000001910678529,-0.9999943392118852,1.014858335751583,-0.2659777557920509,0.9843460792455868,0.2284699175867323,0.6157601238898434,0.12418042282634337,0.0,0.0,0.0,0.0,0.0,0.0
0.5,350.0,-0.032383819326400755,2.799062884837885,-0.5927309721397851,-0.602425843771031,-0.9929884738129194,3.1953035353335832,-0.26015381915443414,0.6552099332365169,-1.4353055277073392,-0.12346380377096493,-0.3951756681589572,0.3256167170078337,0.44522387962145765,-19.2292281193315,0.058214593574159736,1.4822032322532495,5.91026277146441,0.862563778792042,-1.0657390166001275,0.0,0.0,3.68236193474794e-06,-1.3495408373373787,-1.5282116597648283,-0.0006080508953758979,-0.999943266156737,1.1973128375988962e-06,-0.9994103833865765,0.0001526130966151811,-0.9978566055863466,-0.00011860115287064088,-0.24746296108411656,3.1789298993885996e-06,-0.6633737599091923,0.002548754376911574,-2.2485065725795725,-0.00881467114615211,1.220548769898303,-0.982560938448233,-0.2374276240826143,-0.5654549569111086,0.8832648527912422,0.0,0.0,0.0,0.0,0.0,0.0,1.4389968999092737,1.2755090799574167,1.4355118273941567,0.029095636523554992,0.07452333923816643,0.013756477209418397,-1.336536221439941,2.723125034442384e-05,1.795971775803025e-05,-1.5237334273804418e-06,-1.1180938415812036,-1.0533207491932355,-0.00046482582755093114,-1.9455761949046078,2.3802342595569663e-07,-1.3484452173038308,-3.7345708197648056e-05,-0.7245566715511694,-1.0005073709337131,0.0,0.0,1.9337547586952032e-07,-1.000005143045403,-0.9999984955885829,1.007536943396283,-0.28590237901290844,0.9811765706478205,0.21642766998599378,0.557118351640017,0.10665282506219997,0.0,0.0,0.0,0.0,0.0,0.0
0.5,360.0,-0.009036196085684999,2.8511854939634413,-0.6160430717988246,-0.55990071984248,-0.8959398532370864,3.363803431759174,-0.21727915721995086,0.664170637053638,-1.3949125870184471,-0.11674912967285538,-0.3485110593733379,0.323469110949031,0.36669345167302314,-19.364108509974226,0.052556575677428094,1.3945265297295586,5.281729740749071,0.7340410246276698,-1.0637990421663608,0.0,0.0,-2.0497383095746708e-06,-1.3480493591774372,-1.5380818963293215,0.00013756641912545132,-0.9999499691955329,-1.586742864966658e-06,-1.0005523843705215,-0.001149589890494222,-0.9986287218177564,-0.00034693435954390194,-0.25546881618487577,-3.956125541549339e-06,-0.7112008717474576,-0.00912505637104567,-2.4694432383673166,0.002488552014655855,1.2399873126484728,-0.9793804253176447,-0.22403349101359207,-0.5066006574605354,0.9005983193730377,0.0,0.0,0.0,0.0,0.0,0.0,1.3973640673611158,1.232826357284986,1.394862179495907,0.0275672509812042,0.06682130383325487,0.0117383984276972,-1.3171247503000834,0.00017511261404835397,6.998900574671304e-05,1.0791604812607913e-05,-1.117060460286197,-1.0487492105078347,0.00010910564341711792,-1.911947771617556,-9.915130552715503e-07,-1.3134794062281037,-7.37849085588852e-05,-0.6849147958314594,-0.9997072579668193,0.0,0.0,-2.3231127864829384e-07,-1.0000077506720289,-1.000002216348146,0.9973103289373436,-0.304961712508296,0.9778584151796267,0.20494441525109497,0.49997900390151123,0.0911081218074023,0.0,0.0,0.0,0.0,0.0,0.0
0.5,370.0,0.020203276084933847,2.901811652030936,-0.6391155632991837,-0.5214687472391322,-0.8025072391313001,3.522706348702373,-0.17377974260797321,0.6726315618878677,-1.356673061281118,-0.11037062236200187,-0.30579902378544493,0.3206145745722469,0.2612598340861561,-19.485708061105143,0.04635532166562927,1.311935932144182,4.688341125201267,0.62166850325105,-1.0656626709812946,0.0,0.0,-6.7588762434144355e-06,-1.3504352342406627,-1.5530029685931428,0.0007648891304617348,-0.9999541874610999,-3.823069214817033e-06,-1.0014422173619248,-0.0020732171822183333,-0.9990566877133255,-0.0005034853244859515,-0.26435961446907896,-9.673020551735425e-06,-0.7590197574648203,-0.017938941477745628,-2.6851902014345645,0.016147894922328983,1.2585084744445272,-0.9760993247578349,-0.21143826743302988,-0.4509496135038451,0.9155799266748397,0.0,0.0,0.0,0.0,0.0,0.0,1.3576188987071374,1.1924710290994691,1.3564025633006864,0.026108545661960515,0.0595198904110373,0.009966737572029302,-1.2974088261578731,0.000279692373411021,0.00010798940605185418,1.9407802924196307e-05,-1.1146748328530196,-1.0427051141553558,0.0005921579331024113,-1.8801291247620049,-1.949615316326568e-06,-1.2804110597171423,-6.021515679897459e-05,-0.6484664198031744,-0.999050182433838,0.0,0.0,-5.723735412991975e-07,-1.0000096662772864,-1.0000051363270477,0.9845455689062709,-0.3230784623511496,0.9744207312517709,0.1939942752787422,0.44570270821154917,0.07745090545647346,0.0,0.0,0.0,0.0,0.0,0.0
0.5,380.0,0.05462353167322406,2.950948861491975,-0.661911368290226,-0.4874653383470704,-0.7155694641797383,3.670388670759622,-0.1313569209720854,0.6805941172673751,-1.320415602035512,-0.10431810750978024,-0.2671328990258546,0.317250444885971,0.13198192306891546,-19.594515762033925,0.0393080490023731,1.234147877822444,4.137614132407333,0.5240967652975294,-1.0713191307263434,0.0,0.0,-1.0258568217104783e-05,-1.3575185042367452,-1.5733470125858378,0.0012460501141349795,-0.9999557710635307,-5.434236939810022e-06,-1.0020533205739977,-0.002591758610911123,-0.9991282597739075,-0.0005885335269199357,-0.27420377015476455,-1.3775862357124506e-05,-0.8065282982509685,-0.02362673231903921,-2.892511172269711,0.03187268427665985,1.2761018042888974,-0.9727155425251912,-0.19965412240579727,-0.39931940985828607,0.9283392659509478,0.0,0.0,0.0,0.0,0.0,0.0,1.319636577312094,1.1542835834012901,1.3199721427919087,0.024717122930639723,0.05271747646046519,0.008422977874200646,-1.2781258817669487,0.00033935496592634866,0.00013143371123858018,2.433766348597e-05,-1.1107730811479746,-1.0352182590743886,0.000962830039754096,-1.849953596962702,-2.607562283846032e-06,-1.2490782763572148,2.2426975189681716e-06,-0.6151864921894007,-0.9985621600242015,0.0,0.0,-8.153647968838664e-07,-1.0000109143344242,-1.000007131345668,0.969500858824072,-0.34024574138261515,0.9708626448622711,0.18355862507416074,0.3950549969736989,0.06554164059680397,0.0,0.0,0.0,0.0,0.0,0.0
