========================================
hono_W1_Energy_1_0.0.out
0.1 atm
T,P1->W1
490.0,7.24259e-12
500.0,6.95185e-12
510.0,6.67565e-12
520.0,6.41298e-12
530.0,6.16259e-12
540.0,5.92416e-12
550.0,5.69722e-12
560.0,5.48075e-12
570.0,5.27438e-12
580.0,5.07722e-12
590.0,4.88934e-12
600.0,4.70997e-12
610.0,4.53824e-12
620.0,4.37456e-12
630.0,4.21781e-12
640.0,4.06805e-12
650.0,3.92489e-12
660.0,3.78758e-12
670.0,3.65652e-12
680.0,3.53068e-12
690.0,3.41059e-12
700.0,3.29494e-12
800.0,2.36788e-12
900.0,1.74054e-12
1000.0,1.30378e-12
1100.0,9.92832e-13
1200.0,7.66805e-13
1300.0,5.99619e-13
1400.0,4.73918e-13
1500.0,3.78516e-13
1600.0,3.04777e-13
1700.0,2.47629e-13
1800.0,2.03004e-13
1900.0,1.6757e-13
2000.0,1.39537e-13
2100.0,1.17225e-13
2200.0,9.92553e-14
2300.0,8.4733e-14
2400.0,7.26755e-14
2500.0,6.30351e-14
2600.0,5.46889e-14
2700.0,4.78983e-14
2800.0,4.21625e-14
2900.0,3.69923e-14
3000.0,3.21791e-14
========================================
hono_W1_Energy_1_0.0.out
65 atm
T,P1->W1
200.0,3.4045e-11
210.0,3.32891e-11
220.0,3.25513e-11
230.0,3.1828e-11
240.0,3.1118e-11
250.0,3.04186e-11
260.0,2.97305e-11
270.0,2.90515e-11
280.0,2.83828e-11
290.0,2.77234e-11
300.0,2.70729e-11
310.0,2.64332e-11
320.0,2.58038e-11
330.0,2.51835e-11
340.0,2.45745e-11
350.0,2.39755e-11
360.0,2.33882e-11
370.0,2.28126e-11
380.0,2.22473e-11
390.0,2.16942e-11
400.0,2.1152e-11
410.0,2.06229e-11
420.0,2.0105e-11
430.0,1.95984e-11
440.0,1.9104e-11
450.0,1.86207e-11
460.0,1.81498e-11
470.0,1.76905e-11
480.0,1.72421e-11
490.0,1.68054e-11
500.0,1.6379e-11
510.0,1.59641e-11
520.0,1.55601e-11
530.0,1.51659e-11
540.0,1.47824e-11
550.0,1.44094e-11
560.0,1.40458e-11
570.0,1.36921e-11
580.0,1.33474e-11
590.0,1.30125e-11
600.0,1.26866e-11
610.0,1.23686e-11
620.0,1.20602e-11
630.0,1.17596e-11
640.0,1.14674e-11
650.0,1.11833e-11
660.0,1.09064e-11
670.0,1.06378e-11
680.0,1.03758e-11
690.0,1.01219e-11
700.0,9.87396e-12
800.0,7.7386e-12
900.0,6.112e-12
1000.0,4.8644e-12
1100.0,3.90109e-12
1200.0,3.15107e-12
1300.0,2.56259e-12
1400.0,2.09686e-12
1500.0,1.72677e-12
1600.0,1.42953e-12
1700.0,1.19069e-12
1800.0,9.9786e-13
1900.0,8.40652e-13
2000.0,7.12907e-13
2100.0,6.08763e-13
2200.0,5.23298e-13
2300.0,4.53026e-13
2400.0,3.93691e-13
2500.0,3.45328e-13
2600.0,3.03201e-13
2700.0,2.68292e-13
2800.0,2.38483e-13
2900.0,2.11496e-13
3000.0,1.86352e-13
========================================
hono_W1_Energy_1_0.0.out
0.1 atm
T,R1->P1
200.0,1.01416e-10
210.0,1.03407e-10
220.0,1.05328e-10
230.0,1.0718e-10
240.0,1.08947e-10
250.0,1.10639e-10
260.0,1.12279e-10
270.0,1.13869e-10
280.0,1.15387e-10
290.0,1.16856e-10
300.0,1.18282e-10
310.0,1.19658e-10
320.0,1.2099e-10
330.0,1.22276e-10
340.0,1.23526e-10
350.0,1.24745e-10
360.0,1.25934e-10
370.0,1.27092e-10
380.0,1.28216e-10
390.0,1.29315e-10
400.0,1.30385e-10
410.0,1.31438e-10
420.0,1.32458e-10
430.0,1.33462e-10
440.0,1.34447e-10
450.0,1.35418e-10
460.0,1.36365e-10
470.0,1.37259e-10
480.0,1.38186e-10
490.0,1.3907e-10
500.0,1.3996e-10
510.0,1.40835e-10
520.0,1.41703e-10
530.0,1.42532e-10
540.0,1.43365e-10
550.0,1.44182e-10
560.0,1.44985e-10
570.0,1.45789e-10
580.0,1.46557e-10
590.0,1.47357e-10
600.0,1.48093e-10
610.0,1.48882e-10
620.0,1.49602e-10
630.0,1.50359e-10
640.0,1.51077e-10
650.0,1.51811e-10
660.0,1.52509e-10
670.0,1.53243e-10
680.0,1.53904e-10
690.0,1.54648e-10
700.0,1.55281e-10
800.0,1.61846e-10
900.0,1.67811e-10
1000.0,1.73394e-10
1100.0,1.78561e-10
1200.0,1.83476e-10
1300.0,1.8807e-10
1400.0,1.92386e-10
1500.0,1.96523e-10
1600.0,2.00427e-10
1700.0,2.04143e-10
1800.0,2.07704e-10
1900.0,2.11082e-10
2000.0,2.14318e-10
2100.0,2.17423e-10
2200.0,2.20394e-10
2300.0,2.2325e-10
2400.0,2.25993e-10
2500.0,2.28631e-10
2600.0,2.3116e-10
2700.0,2.33602e-10
2800.0,2.35962e-10
2900.0,2.38229e-10
3000.0,2.40418e-10
========================================
hono_W1_Energy_1_0.0.out
0.2154 atm
T,R1->P1
200.0,1.01415e-10
210.0,1.03407e-10
220.0,1.05328e-10
230.0,1.0718e-10
240.0,1.08947e-10
250.0,1.10639e-10
260.0,1.12279e-10
270.0,1.13869e-10
280.0,1.15387e-10
290.0,1.16856e-10
300.0,1.18282e-10
310.0,1.19658e-10
320.0,1.2099e-10
330.0,1.22277e-10
340.0,1.23526e-10
350.0,1.24745e-10
360.0,1.25934e-10
370.0,1.27092e-10
380.0,1.28216e-10
390.0,1.29315e-10
400.0,1.30385e-10
410.0,1.31438e-10
420.0,1.32458e-10
430.0,1.33462e-10
440.0,1.34447e-10
450.0,1.35418e-10
460.0,1.36365e-10
470.0,1.37259e-10
480.0,1.38186e-10
490.0,1.3907e-10
500.0,1.3996e-10
510.0,1.40835e-10
520.0,1.41703e-10
530.0,1.42532e-10
540.0,1.43365e-10
550.0,1.44182e-10
560.0,1.44985e-10
570.0,1.45789e-10
580.0,1.46557e-10
590.0,1.47357e-10
600.0,1.48093e-10
610.0,1.48882e-10
620.0,1.49602e-10
630.0,1.50359e-10
640.0,1.51077e-10
650.0,1.51811e-10
660.0,1.52509e-10
670.0,1.53243e-10
680.0,1.53905e-10
690.0,1.54648e-10
700.0,1.55281e-10
800.0,1.61846e-10
900.0,1.67811e-10
1000.0,1.73394e-10
1100.0,1.78561e-10
1200.0,1.83476e-10
1300.0,1.8807e-10
1400.0,1.92387e-10
1500.0,1.96523e-10
1600.0,2.00427e-10
1700.0,2.04143e-10
1800.0,2.07704e-10
1900.0,2.11082e-10
2000.0,2.14318e-10
2100.0,2.17423e-10
2200.0,2.20394e-10
2300.0,2.2325e-10
2400.0,2.25993e-10
2500.0,2.28631e-10
2600.0,2.3116e-10
2700.0,2.33602e-10
2800.0,2.35962e-10
2900.0,2.38229e-10
3000.0,2.40418e-10
========================================
hono_W1_Energy_1_0.0.out
0.4641 atm
T,R1->P1
200.0,1.01416e-10
210.0,1.03407e-10
220.0,1.05328e-10
230.0,1.0718e-10
240.0,1.08947e-10
250.0,1.10639e-10
260.0,1.12279e-10
270.0,1.13869e-10
280.0,1.15387e-10
290.0,1.16856e-10
300.0,1.18282e-10
310.0,1.19658e-10
320.0,1.2099e-10
330.0,1.22277e-10
340.0,1.23526e-10
350.0,1.24745e-10
360.0,1.25934e-10
370.0,1.27092e-10
380.0,1.28216e-10
390.0,1.29315e-10
400.0,1.30385e-10
410.0,1.31439e-10
420.0,1.32458e-10
430.0,1.33463e-10
440.0,1.34447e-10
450.0,1.35418e-10
460.0,1.36365e-10
470.0,1.37259e-10
480.0,1.38186e-10
490.0,1.3907e-10
500.0,1.39961e-10
510.0,1.40835e-10
520.0,1.41703e-10
530.0,1.42532e-10
540.0,1.43365e-10
550.0,1.44182e-10
560.0,1.44985e-10
570.0,1.45789e-10
580.0,1.46557e-10
590.0,1.47357e-10
600.0,1.48094e-10
610.0,1.48882e-10
620.0,1.49602e-10
630.0,1.5036e-10
640.0,1.51077e-10
650.0,1.51811e-10
660.0,1.52509e-10
670.0,1.53243e-10
680.0,1.53905e-10
690.0,1.54648e-10
700.0,1.55281e-10
800.0,1.61846e-10
900.0,1.67812e-10
1000.0,1.73394e-10
1100.0,1.78561e-10
1200.0,1.83476e-10
1300.0,1.88071e-10
1400.0,1.92387e-10
1500.0,1.96523e-10
1600.0,2.00427e-10
1700.0,2.04143e-10
1800.0,2.07704e-10
1900.0,2.11082e-10
2000.0,2.14318e-10
2100.0,2.17423e-10
2200.0,2.20394e-10
2300.0,2.2325e-10
2400.0,2.25993e-10
2500.0,2.28632e-10
2600.0,2.3116e-10
2700.0,2.33602e-10
2800.0,2.35962e-10
2900.0,2.38229e-10
3000.0,2.40418e-10
========================================
hono_W1_Energy_1_0.0.out
1.0 atm
T,R1->P1
200.0,1.01416e-10
210.0,1.03407e-10
220.0,1.05328e-10
230.0,1.0718e-10
240.0,1.08947e-10
250.0,1.10639e-10
260.0,1.1228e-10
270.0,1.13869e-10
280.0,1.15388e-10
290.0,1.16856e-10
300.0,1.18283e-10
310.0,1.19658e-10
320.0,1.2099e-10
330.0,1.22277e-10
340.0,1.23526e-10
350.0,1.24745e-10
360.0,1.25934e-10
370.0,1.27092e-10
380.0,1.28216e-10
390.0,1.29315e-10
400.0,1.30385e-10
410.0,1.31439e-10
420.0,1.32458e-10
430.0,1.33463e-10
440.0,1.34448e-10
450.0,1.35418e-10
460.0,1.36366e-10
470.0,1.37259e-10
480.0,1.38186e-10
490.0,1.3907e-10
500.0,1.39961e-10
510.0,1.40835e-10
520.0,1.41703e-10
530.0,1.42532e-10
540.0,1.43365e-10
550.0,1.44183e-10
560.0,1.44985e-10
570.0,1.45789e-10
580.0,1.46557e-10
590.0,1.47358e-10
600.0,1.48094e-10
610.0,1.48883e-10
620.0,1.49602e-10
630.0,1.5036e-10
640.0,1.51078e-10
650.0,1.51811e-10
660.0,1.52509e-10
670.0,1.53243e-10
680.0,1.53905e-10
690.0,1.54648e-10
700.0,1.55281e-10
800.0,1.61847e-10
900.0,1.67812e-10
1000.0,1.73394e-10
1100.0,1.78561e-10
1200.0,1.83476e-10
1300.0,1.88071e-10
1400.0,1.92387e-10
1500.0,1.96523e-10
1600.0,2.00427e-10
1700.0,2.04144e-10
1800.0,2.07704e-10
1900.0,2.11082e-10
2000.0,2.14318e-10
2100.0,2.17423e-10
2200.0,2.20394e-10
2300.0,2.2325e-10
2400.0,2.25993e-10
2500.0,2.28632e-10
2600.0,2.3116e-10
2700.0,2.33602e-10
2800.0,2.35962e-10
2900.0,2.38229e-10
3000.0,2.40418e-10
========================================
hono_W1_Energy_1_0.0.out
2.154 atm
T,R1->P1
200.0,1.01415e-10
210.0,1.03408e-10
220.0,1.05328e-10
230.0,1.0718e-10
240.0,1.08947e-10
250.0,1.10639e-10
260.0,1.1228e-10
270.0,1.1387e-10
280.0,1.15388e-10
290.0,1.16857e-10
300.0,1.18283e-10
310.0,1.19658e-10
320.0,1.20991e-10
330.0,1.22277e-10
340.0,1.23527e-10
350.0,1.24745e-10
360.0,1.25934e-10
370.0,1.27092e-10
380.0,1.28216e-10
390.0,1.29316e-10
400.0,1.30385e-10
410.0,1.31439e-10
420.0,1.32459e-10
430.0,1.33463e-10
440.0,1.34448e-10
450.0,1.35419e-10
460.0,1.36366e-10
470.0,1.3726e-10
480.0,1.38186e-10
490.0,1.3907e-10
500.0,1.39961e-10
510.0,1.40836e-10
520.0,1.41704e-10
530.0,1.42532e-10
540.0,1.43365e-10
550.0,1.44183e-10
560.0,1.44986e-10
570.0,1.4579e-10
580.0,1.46558e-10
590.0,1.47358e-10
600.0,1.48094e-10
610.0,1.48883e-10
620.0,1.49603e-10
630.0,1.5036e-10
640.0,1.51078e-10
650.0,1.51811e-10
660.0,1.5251e-10
670.0,1.53244e-10
680.0,1.53905e-10
690.0,1.54649e-10
700.0,1.55282e-10
800.0,1.61847e-10
900.0,1.67812e-10
1000.0,1.73395e-10
1100.0,1.78562e-10
1200.0,1.83477e-10
1300.0,1.88071e-10
1400.0,1.92388e-10
1500.0,1.96524e-10
1600.0,2.00428e-10
1700.0,2.04144e-10
1800.0,2.07705e-10
1900.0,2.11083e-10
2000.0,2.14319e-10
2100.0,2.17424e-10
2200.0,2.20395e-10
2300.0,2.23251e-10
2400.0,2.25994e-10
2500.0,2.28632e-10
2600.0,2.31161e-10
2700.0,2.33602e-10
2800.0,2.35963e-10
2900.0,2.3823e-10
3000.0,2.40419e-10
========================================
hono_W1_Energy_1_0.0.out
4.641 atm
T,R1->P1
200.0,1.01416e-10
210.0,1.03408e-10
220.0,1.05329e-10
230.0,1.07181e-10
240.0,1.08948e-10
250.0,1.1064e-10
260.0,1.12281e-10
270.0,1.1387e-10
280.0,1.15389e-10
290.0,1.16857e-10
300.0,1.18284e-10
310.0,1.19659e-10
320.0,1.20991e-10
330.0,1.22278e-10
340.0,1.23528e-10
350.0,1.24746e-10
360.0,1.25935e-10
370.0,1.27093e-10
380.0,1.28217e-10
390.0,1.29317e-10
400.0,1.30386e-10
410.0,1.3144e-10
420.0,1.32459e-10
430.0,1.33464e-10
440.0,1.34449e-10
450.0,1.3542e-10
460.0,1.36367e-10
470.0,1.3726e-10
480.0,1.38187e-10
490.0,1.39071e-10
500.0,1.39962e-10
510.0,1.40836e-10
520.0,1.41705e-10
530.0,1.42533e-10
540.0,1.43366e-10
550.0,1.44184e-10
560.0,1.44987e-10
570.0,1.45791e-10
580.0,1.46559e-10
590.0,1.47359e-10
600.0,1.48095e-10
610.0,1.48884e-10
620.0,1.49604e-10
630.0,1.50361e-10
640.0,1.51079e-10
650.0,1.51812e-10
660.0,1.52511e-10
670.0,1.53245e-10
680.0,1.53906e-10
690.0,1.5465e-10
700.0,1.55283e-10
800.0,1.61848e-10
900.0,1.67813e-10
1000.0,1.73396e-10
1100.0,1.78563e-10
1200.0,1.83478e-10
1300.0,1.88073e-10
1400.0,1.92389e-10
1500.0,1.96525e-10
1600.0,2.00429e-10
1700.0,2.04145e-10
1800.0,2.07706e-10
1900.0,2.11084e-10
2000.0,2.1432e-10
2100.0,2.17425e-10
2200.0,2.20396e-10
2300.0,2.23252e-10
2400.0,2.25995e-10
2500.0,2.28633e-10
2600.0,2.31162e-10
2700.0,2.33603e-10
2800.0,2.35964e-10
2900.0,2.38231e-10
3000.0,2.4042e-10
========================================
hono_W1_Energy_1_0.0.out
10.0 atm
T,R1->P1
200.0,1.01418e-10
210.0,1.03409e-10
220.0,1.0533e-10
230.0,1.07182e-10
240.0,1.0895e-10
250.0,1.10641e-10
260.0,1.12282e-10
270.0,1.13872e-10
280.0,1.1539e-10
290.0,1.16859e-10
300.0,1.18285e-10
310.0,1.19661e-10
320.0,1.20993e-10
330.0,1.22279e-10
340.0,1.23529e-10
350.0,1.24748e-10
360.0,1.25937e-10
370.0,1.27095e-10
380.0,1.28219e-10
390.0,1.29318e-10
400.0,1.30388e-10
410.0,1.31442e-10
420.0,1.32461e-10
430.0,1.33466e-10
440.0,1.34451e-10
450.0,1.35421e-10
460.0,1.36369e-10
470.0,1.37262e-10
480.0,1.38189e-10
490.0,1.39073e-10
500.0,1.39964e-10
510.0,1.40838e-10
520.0,1.41707e-10
530.0,1.42535e-10
540.0,1.43368e-10
550.0,1.44186e-10
560.0,1.44989e-10
570.0,1.45792e-10
580.0,1.46561e-10
590.0,1.47361e-10
600.0,1.48097e-10
610.0,1.48886e-10
620.0,1.49606e-10
630.0,1.50363e-10
640.0,1.51081e-10
650.0,1.51814e-10
660.0,1.52513e-10
670.0,1.53247e-10
680.0,1.53908e-10
690.0,1.54652e-10
700.0,1.55285e-10
800.0,1.61851e-10
900.0,1.67816e-10
1000.0,1.73399e-10
1100.0,1.78566e-10
1200.0,1.8348e-10
1300.0,1.88075e-10
