Pressure (atm),Temperature (K),W2_Frequencies_1_P1->P2,W2_Frequencies_1_W2->P1,W2_Frequencies_1_W2->P2,W2_Energy_1_P1->P2,W2_Energy_1_W2->P1,W2_Energy_1_W2->P2,W1_Frequencies_1_P1->P2,W1_Frequencies_1_W2->P1,W1_Frequencies_1_W2->P2,B1_Energy_1_P1->P2,B1_Energy_1_W2->P1,B1_Energy_1_W2->P2,B3_Frequencies_1_P1->P2,B3_Frequencies_1_W2->P1,B3_Frequencies_1_W2->P2,B2_Frequencies_1_P1->P2,B2_Frequencies_1_W2->P1,B2_Frequencies_1_W2->P2,B1_SymmetryFactor_1_P1->P2,B1_SymmetryFactor_1_W2->P1,B1_SymmetryFactor_1_W2->P2,colrel_Sigmas_P1->P2,colrel_Sigmas_W2->P1,colrel_Sigmas_W2->P2,P2_SymmetryFactor_1_P1->P2,P2_SymmetryFactor_1_W2->P1,P2_SymmetryFactor_1_W2->P2,W3_SymmetryFactor_1_P1->P2,W3_SymmetryFactor_1_W2->P1,W3_SymmetryFactor_1_W2->P2,B2_ImaginaryFrequency_1_P1->P2,B2_ImaginaryFrequency_1_W2->P1,B2_ImaginaryFrequency_1_W2->P2,B3_SymmetryFactor_1_P1->P2,B3_SymmetryFactor_1_W2->P1,B3_SymmetryFactor_1_W2->P2,W3_Energy_1_P1->P2,W3_Energy_1_W2->P1,W3_Energy_1_W2->P2,P1_Frequencies_1_P1->P2,P1_Frequencies_1_W2->P1,P1_Frequencies_1_W2->P2,B2_SymmetryFactor_1_P1->P2,B2_SymmetryFactor_1_W2->P1,B2_SymmetryFactor_1_W2->P2,P2_Frequencies_1_P1->P2,P2_Frequencies_1_W2->P1,P2_Frequencies_1_W2->P2,B1_Frequencies_1_P1->P2,B1_Frequencies_1_W2->P1,B1_Frequencies_1_W2->P2,W1_SymmetryFactor_1_P1->P2,W1_SymmetryFactor_1_W2->P1,W1_SymmetryFactor_1_W2->P2,colrel_PowerOne_P1->P2,colrel_PowerOne_W2->P1,colrel_PowerOne_W2->P2,colrel_FactorOne_P1->P2,colrel_FactorOne_W2->P1,colrel_FactorOne_W2->P2,P2_Energy_1_P1->P2,P2_Energy_1_W2->P1,P2_Energy_1_W2->P2,B3_ImaginaryFrequency_1_P1->P2,B3_ImaginaryFrequency_1_W2->P1,B3_ImaginaryFrequency_1_W2->P2,W3_Frequencies_1_P1->P2,W3_Frequencies_1_W2->P1,W3_Frequencies_1_W2->P2,P1_SymmetryFactor_1_P1->P2,P1_SymmetryFactor_1_W2->P1,P1_SymmetryFactor_1_W2->P2,colrel_Epsilons_P1->P2,colrel_Epsilons_W2->P1,colrel_Epsilons_W2->P2,W1_Energy_1_P1->P2,W1_Energy_1_W2->P1,W1_Energy_1_W2->P2,B3_Energy_1_P1->P2,B3_Energy_1_W2->P1,B3_Energy_1_W2->P2,B2_Energy_1_P1->P2,B2_Energy_1_W2->P1,B2_Energy_1_W2->P2,W2_SymmetryFactor_1_P1->P2,W2_SymmetryFactor_1_W2->P1,W2_SymmetryFactor_1_W2->P2,P1_Energy_1_P1->P2,P1_Energy_1_W2->P1,P1_Energy_1_W2->P2
0.1,200.0,-0.09875990921997285,-10.465504842977762,-0.11531883644411264,-0.004140646599259949,2.058836144068728,2.697252449977187,-5.373261010973597e-05,-0.0008039428840609257,0.3899253568716662,-0.006345579918502031,-0.025508946642496547,0.41415839994317855,-0.5057586312832509,1.7910609150875025,-0.4306387695928896,-0.172743855075146,-0.07086365689493374,-0.15529564090418685,-0.001556213473410787,-0.0014283944385109564,0.2553917886144886,0.02357298245879866,2.4740497084418798,0.15444504491217517,0.0,0.0,0.0,-8.032085392688577e-06,3.464474500717767e-07,0.14130561709075098,0.2900979297435225,1.1459387186042895,0.48634436017155525,-0.5277029855584656,2.200359045666679,-0.5885303140002148,-8.555316406910257e-06,3.180673526121142e-07,-0.22870885400816954,0.00033837063534191997,0.0,0.0,-0.4575074034349694,-0.7359920626046974,-0.18747784592059402,0.0,0.0,0.0,-0.00043492034344781645,-1.0972983249506476e-06,0.3803304940213128,-1.2232629324555344e-05,-0.00036464156620745887,0.3518802058285974,-0.013748120915468372,-1.8913175773629525,0.24745125048887015,0.029110144001799045,4.345032049424167,0.5587820202688522,0.0,0.0,0.0,1.2340097224593523,-9.702063373351004,6.710300656667351,-8.908667808018297e-07,4.873136198360556e-08,0.17880531304382954,0.9999925273245509,0.0,0.0,0.0028442861019419246,0.2990462475599186,0.3114923961260123,-6.40059790914049e-05,-0.001574208316870858,0.4375611030519658,-0.5108458236611466,2.256860477126346,-0.372522348523218,-2.0156215222978138,-4.615107875329342,-1.4932777349185813,-0.0244683028619827,-1.556336748056326,0.7704620426997332,2.51611554938304,0.0,0.0
0.1,210.0,-0.0987452425923251,-10.499398056882827,-0.024829657948036037,-0.004210711213235105,1.9323046025275539,2.4190809488463647,-5.2511634311089554e-05,-0.0007980186331667699,0.07910187051255804,-0.005659457840690038,-0.02435150381225538,0.10872153284947295,-0.5450176758405064,1.8023741769595079,-0.6419350777353134,-0.1746940939020474,-0.07297365626234562,-0.07485948793270226,-0.0009653462029757208,-0.0014691500132534374,0.04036722897339111,0.024180559019810133,2.499720935096447,0.0454472034787778,0.0,0.0,0.0,3.3231706259682035e-07,-3.698146904388952e-07,0.023580397423443422,0.26394906811952434,1.0779680674850443,0.11834209668970545,-0.5471157841367801,2.220599720463936,-0.8581895453552781,3.2899169579946516e-07,-3.3787011144924327e-07,-0.09300177204927466,-0.0006480583613491733,0.0,0.0,-0.44040914995915315,-0.7308545866241797,-0.07398523556435842,0.0,0.0,0.0,0.0005447024692887427,1.3987078855785093e-06,0.09508521577510581,-1.7749837080906292e-05,-0.00037262829462764326,0.061585811506080224,-0.012121760021450649,-1.6661708553206012,0.06534710221274398,0.030577558471425098,4.418859165879846,0.19891277929936402,0.0,0.0,0.0,1.246403193766014,-9.962515810534413,7.055575364278342,8.180198910369778e-06,3.12286917989766e-08,0.035210586500066456,0.9999890477148533,0.0,0.0,0.0028179693268305358,0.2921274039575082,0.08915707380075852,-4.822552338096983e-05,-0.0013731973358563222,0.10982348047277933,-0.5219244730727447,2.4454902685220903,-1.0613856939341455,-1.8866177495927758,-4.462389703027774,-1.3885686885359845,-0.024784603084833046,-1.581841258245628,0.9100026146885706,2.396290492842009,0.0,0.0
0.1,220.0,-0.09722620847288456,-10.517821911936657,-0.016736780930934305,-0.004199987286340672,1.8211411410903815,2.2540857425850533,-4.604345571924516e-05,-0.0007646396157176588,-0.03440392922850218,-0.005191343709389229,-0.022844382694595385,-0.010197059035503843,-0.5659582950430958,1.801074517388397,-0.7062598232097773,-0.17824506247181157,-0.07701052433428013,-0.0314740728693812,-0.0009966135817205022,-0.0014756360998670682,-0.034351443502776635,0.024258153466023263,2.5125481734910364,0.017763409528625068,0.0,0.0,0.0,2.9611911968514968e-06,-3.9066712086634194e-07,-0.0171783445356852,0.24069405621676088,1.0229546909311618,-0.022504678663994998,-0.5639127027045604,2.2231748754596086,-0.9571058227878787,3.012240171971154e-06,-3.596701141145764e-07,-0.028893045967294046,-0.00025212552486589707,0.0,0.0,-0.42316289232158094,-0.7207585653624212,-0.021139859463682863,0.0,0.0,0.0,0.0004413659150951348,1.1019004604974974e-06,-0.0135161296338773,-1.6531309330960428e-05,-0.0003478257034065445,-0.04121870279814364,-0.010555982667761818,-1.4602311712718028,-0.02285756939677002,0.031155331993796147,4.458179921293944,0.06196014181801795,0.0,0.0,0.0,1.2679431478079994,-10.106300962865673,7.129765876702467,8.613475413970376e-06,-9.608643935897435e-08,-0.016725463885269572,0.9999938170317079,0.0,0.0,0.0027398438816603034,0.2851572665779489,0.002089708658387199,-3.918703208960777e-05,-0.0011900811169367703,-0.01622933331051441,-0.5351078081598275,2.515599885665472,-1.3073917253161558,-1.765059443691165,-4.349775055831868,-1.2483695017218273,-0.02463499385185659,-1.5939710597520764,0.9587814867848028,2.2873661911828713,0.0,0.0
0.1,230.0,-0.09496472042299585,-10.515777215328836,-0.02929337646629596,-0.0041462142894233955,1.7208286973956544,2.1437057093965177,-3.864023748863416e-05,-0.0007204049282424687,-0.05906384168757229,-0.004836674861460763,-0.021346940898349542,-0.04300946235842767,-0.58242375896734,1.7944194428473903,-0.7067014748634798,-0.18165846779268666,-0.08147893146890789,-0.009234564885248419,-0.0011719554384640595,-0.0014706633293383653,-0.04705148980843277,0.0240421655883203,2.5188237035657894,0.023054231273143832,0.0,0.0,0.0,3.0524757600439836e-06,-1.7968273499760078e-07,-0.024037894382153493,0.22006254273953754,0.9748819543009499,-0.05904764783941911,-0.579588439632323,2.2183115061802265,-0.9792840099173106,3.047985234092217e-06,-1.6770196420797992e-07,-0.0012954183048563552,0.00022774192906847124,0.0,0.0,-0.40656776991540383,-0.7097326424977477,0.0009956881353997587,0.0,0.0,0.0,8.920165050383061e-05,1.9480140811651242e-07,-0.04146034574460253,-1.3304278946898808e-05,-0.0003138931478676023,-0.06056810792306871,-0.009008896405513946,-1.2618600368312676,-0.05654470488915338,0.031216377131820905,4.482190594805947,0.028683539072504382,0.0,0.0,0.0,1.2889307152410212,-10.200399681596297,7.141322278381019,6.1263972832990965e-06,-1.529596560410355e-07,-0.02756677578234268,0.9999998795537486,0.0,0.0,0.0026346364913947097,0.2781168461603099,-0.022440458040290764,-3.429154503262442e-05,-0.001034685463748857,-0.0496286186718705,-0.5477487947267663,2.5292722192649304,-1.3545661413966519,-1.6529842812632984,-4.256949043047918,-1.103843905839023,-0.02424092962591679,-1.5993067902906692,0.9671796661513414,2.187915858931036,0.0,0.0
0.1,240.0,-0.09233075613786754,-10.49403610067443,-0.03874485543954188,-0.0040679143481764015,1.6291470538898742,2.0590993745042296,-3.200264759864772e-05,-0.0006731714796203247,-0.04817603164569573,-0.00454330465304448,-0.020000536545325295,-0.039680278423842974,-0.5995996341100747,1.7854092718677304,-0.6835556778354469,-0.1844079361643309,-0.0857872139904762,0.0011334569967748052,-0.0013163171774359203,-0.0014638261775360717,-0.03584728896088339,0.023653469005925964,2.5212812290886437,0.03876250818943013,0.0,0.0,0.0,2.1847988294032496e-06,5.702202432554556e-08,-0.01791640532815705,0.20172951295618902,0.9311124887278943,-0.05229450685337809,-0.5946920836053236,2.2101969353523523,-0.9707369971675753,2.1439037679530604e-06,4.976170390140576e-08,0.00830593281207105,0.00046136454785228814,0.0,0.0,-0.3908841803260107,-0.6992658153000759,0.008170298380097418,0.0,0.0,0.0,-0.0002059416385290897,-5.374774827154621e-07,-0.03621326202806192,-1.0051251407620385e-05,-0.0002807162541805396,-0.04728787411456771,-0.007488084058974554,-1.0673657776197105,-0.0606042436427007,0.0309568365955729,4.498819696343717,0.03913460572938081,0.0,0.0,0.0,1.3062727013124746,-10.271546112279012,7.171175640461874,3.195198243692255e-06,-1.204456197849021e-07,-0.022100702824108507,1.00000464023875,0.0,0.0,0.002516580566920488,0.2710753804511028,-0.0206356111341183,-3.181124850388677e-05,-0.0009067903520390938,-0.04449198830697087,-0.5590260889061566,2.5177266993650953,-1.3228919799964387,-1.550404853838164,-4.1735328217569565,-0.9685700060199104,-0.023712278771474832,-1.6007137619535496,0.9597458711304531,2.0967531993334285,0.0,0.0
0.1,250.0,-0.08950650915915465,-10.455378109738,-0.03839614118551893,-0.003974471802822032,1.5448774177660742,1.9864281276070155,-2.6635864354874697e-05,-0.0006265210752356204,-0.026948916706321095,-0.004285499166381131,-0.01884379395413844,-0.02429574487714862,-0.618888637347225,1.7751790429441237,-0.6554268865455332,-0.18644604595704659,-0.08975219641752655,0.0050328044390850505,-0.0013846240291375451,-0.001458588962163846,-0.018512367421443642,0.023156261569078768,2.52109049034642,0.05513080445313547,0.0,0.0,0.0,1.1050358683934018e-06,2.3882717657749754e-07,-0.008535083392847833,0.1853833756562865,0.890532426151666,-0.031554132775423516,-0.60937371613497,2.2003804466575763,-0.9530535542477404,1.0787858134493375e-06,2.1821665273370278e-07,0.009589962170208691,0.00045907491554443493,0.0,0.0,-0.3761394992484274,-0.6897477728429754,0.008574764985139448,0.0,0.0,0.0,-0.00036519698239828965,-9.051350060993767e-07,-0.020449743668649024,-7.472584267128148e-06,-0.0002517702390310091,-0.02520619769787988,-0.006015929599709014,-0.8763144727122826,-0.050209540268943614,0.030485046643716044,4.511049610810308,0.06421376454519961,0.0,0.0,0.0,1.3195345366510003,-10.328997129410732,7.24147617123475,7.632271307985696e-07,-2.9948937539959935e-08,-0.01201024129908417,1.0000074514314206,0.0,0.0,0.00239393244032407,0.2641235043001315,-0.009953886151303874,-3.063569938732866e-05,-0.000802596040211898,-0.026810245228881622,-0.5688539135411999,2.496282796316426,-1.2690030932997283,-1.4565716155499677,-4.094422995813632,-0.8475169962095404,-0.023104993818479656,-1.599419884736153,0.9478832476171442,2.012882987709252,0.0,0.0
0.1,260.0,-0.08658484627092632,-10.402964974276001,-0.02862196448024196,-0.0038709482223924217,1.4672268791592653,1.9193613839233734,-2.2532262979430526e-05,-0.0005819672821020157,-0.006433376445777251,-0.004050755877418093,-0.01786983796543849,-0.007766530972203103,-0.6401837027249633,1.764096196705394,-0.6300770822730068,-0.18788555303654209,-0.09336320426709797,0.005589732368666144,-0.0013824164275483507,-0.0014557095250118523,-0.0026438250235453846,0.022586760262946533,2.518767847129777,0.06860561173789681,0.0,0.0,0.0,1.3715258749699343e-07,3.441943019310089e-07,-2.5000063046445642e-05,0.17074923124898822,0.8526821069767032,-0.010017512776234956,-0.623631901266219,2.189333301259536,-0.9355451207304081,1.709257958924018e-07,3.171012787223797e-07,0.0075114301325549734,0.00031923982484998364,0.0,0.0,-0.36227106167464496,-0.6811336202378427,0.006366694925946606,0.0,0.0,0.0,-0.00039827698969703416,-9.467774837045655e-07,-0.004288390203369737,-5.6984853280975205e-06,-0.00022768946310300193,-0.00460692784560399,-0.004615049152391938,-0.6894023715094252,-0.03421944256526314,0.0298650749402313,4.519828378919837,0.0907326001283226,0.0,0.0,0.0,1.3292047864356331,-10.37499411613595,7.349293748945293,-9.22851160349055e-07,8.051171702175188e-08,-0.0023862947291116887,1.0000084642658962,0.0,0.0,0.0022714816556795264,0.25734461744007237,0.0016921339552632604,-3.00751894345337e-05,-0.0007175371828853674,-0.0082826730430943,-0.5773996401402568,2.472112714972115,-1.21753481730573,-1.3705306821639092,-4.017290804995936,-0.7415729583342712,-0.02244902295901437,-1.5959662941022106,0.9364018467155368,1.9354636756294148,0.0,0.0
0.1,270.0,-0.08361653853611252,-10.339698996343643,-0.01221732539856572,-0.0037603663006797092,1.3955811690860873,1.8552500146976572,-1.949446397109444e-05,-0.0005400456590789813,0.009289953233791342,-0.003833102890811534,-0.017054302694172345,0.005577602734159552,-0.6628953934746383,1.7522501989088959,-0.6100099269022261,-0.1888684737994929,-0.09667204879312462,0.0045869897656356335,-0.0013306656637896242,-0.0014548686999149797,0.00911814881625438,0.021967199259785745,2.514580456525924,0.07849764115692795,0.0,0.0,0.0,-6.048319970145317e-07,3.774695865061466e-07,0.0061978161080345736,0.1575931321038746,0.817357788992244,0.007157629692972551,-0.6374215778727547,2.1771434091171873,-0.9215170781623792,-4.824684275323236e-07,3.497339039983658e-07,0.004507337199473239,0.00013677151110283008,0.0,0.0,-0.349190786884045,-0.6732411648466513,0.0035615835343628605,0.0,0.0,0.0,-0.0003420074796409105,-7.676038976573436e-07,0.008378560603714882,-4.6308064662833005e-06,-0.0002079734833448877,0.01085025063000188,-0.003303025308041313,-0.5075372277909685,-0.017495667752145505,0.029138118965060918,4.5253731263755945,0.11353871649716442,0.0,0.0,0.0,1.3359712278312386,-10.40941854081867,7.482788537473954,-1.908101138968583e-06,1.8106120230668432e-07,0.004916929122968418,1.0000080957071746,0.0,0.0,0.002151975044247426,0.2508046515244096,0.01115839487473081,-2.9718901011550647e-05,-0.0006474065359025602,0.006509479535714607,-0.584881476556455,2.4482780464547877,-1.177359312456319,-1.2913543612032932,-3.9412346758534853,-0.649820037765434,-0.021761774352254137,-1.5906305317917462,0.9269056281477688,1.8637786149637683,0.0,0.0
0.1,280.0,-0.0806326202871996,-10.268022561866157,0.007656203639439665,-0.0036447767712248953,1.3294047646621079,1.7931806297481803,-1.7282151061395968e-05,-0.0005008485342453358,0.019417223623855565,-0.0036297039731559076,-0.016368589547472157,0.014571055896646107,-0.6863874745941376,1.7396589415795667,-0.5953268150760296,-0.1895186291149132,-0.09974404883004992,0.0030146729879026164,-0.0012512341221908062,-0.001455420538444247,0.01642405636356626,0.02131263423473555,2.508716156060863,0.0853133875855654,0.0,0.0,0.0,-1.106269073797118e-06,3.526105454348572e-07,0.009966356342476033,0.14571894291630005,0.784437100170097,0.018661642771455593,-0.6506975320327271,2.1638070065499915,-0.9114888158694574,-8.837826834038461e-07,3.284788373908946e-07,0.0016878061365614523,-2.215784003478388e-05,0.0,0.0,-0.33681238711174954,-0.6658755329897336,0.001052448569656118,0.0,0.0,0.0,-0.000234864168978613,-4.732401562681337e-07,0.01661989245630158,-4.102038080751181e-06,-0.0001917769888735325,0.0205868640044515,-0.0020912782142969264,-0.33148223294361456,-0.0024372628383268822,0.02833305157411452,4.527721153758862,0.13137371053772506,0.0,0.0,0.0,1.340451018541627,-10.431733703969947,7.628623381853816,-2.338155804741299e-06,2.528702448249587e-07,0.00956034837817993,1.0000067941314457,0.0,0.0,0.0020369399543490084,0.24455033837390086,0.01759365040824731,-2.9336563974367988e-05,-0.0005887149559864149,0.016392420380430726,-0.5914928988320195,2.4258300127689605,-1.1499569859564867,-1.2182226470477235,-3.8660556139476765,-0.5706607149607361,-0.021054548352703855,-1.5836052029607246,0.9195312368580296,1.7972136040181288,0.0,0.0
0.1,290.0,-0.0776547300958181,-10.189904908795926,0.02828129453837887,-0.0035257444088698515,1.268204940431257,1.7329990813928282,-1.5673417297797504e-05,-0.00046428295544181204,0.024548006257926826,-0.003439158110193444,-0.015785723621968357,0.019460047072414416,-0.7101371423612859,1.7263461124768786,-0.5851627717056739,-0.1899296708234061,-0.10263822610223985,0.0013976044018595474,-0.0011617532841285245,-0.0014567152801601862,0.01987381324015505,0.020634228403368874,2.5013474643369658,0.08994552020107706,0.0,0.0,0.0,-1.3951631698142514e-06,2.855254827557463e-07,0.011626889111739877,0.1349629058213676,0.7538090505746646,0.02488938514299338,-0.6634289422138158,2.1493368696009303,-0.9048214900088092,-1.0744728497063835e-06,2.6770101681907337e-07,-0.000520365598241379,-0.00012048604267440623,0.0,0.0,-0.32506110078458283,-0.6588743924355782,-0.0008402970956054571,0.0,0.0,0.0,-0.00010796317287687965,-1.4704837632479216e-07,0.02080036662337083,-3.944685923691853e-06,-0.00017825275801751163,0.025317769836733,-0.0009856234234700177,-0.16175331179134841,0.010024462248740805,0.027471637878910705,4.526936660646122,0.14471778442098987,0.0,0.0,0.0,1.3431166392853047,-10.441687576141783,7.775049177370389,-2.3735254123379374e-06,2.8673649546232724e-07,0.011848671204427627,1.0000049474999666,0.0,0.0,0.001927168484414759,0.2386110749910669,0.021169483539271606,-2.881198508709585e-05,-0.0005387242340862695,0.02170095496451536,-0.597382182520218,2.4048933585893955,-1.1336737536092487,-1.150439652442684,-3.791871431819975,-0.5023571538703705,-0.020335558869451178,-1.575065822002143,0.9138248523835242,1.7352391573053672,0.0,0.0
