Pressure (atm),Temperature (K),B1_Frequencies_1_W1->P3,B1_Frequencies_1_W1->P2,B1_Frequencies_1_W1->P1,B1_Frequencies_1_P1->P2,B1_Frequencies_1_P1->P3,B1_Frequencies_1_P2->P3,B1_Energy_1_W1->P3,B1_Energy_1_W1->P2,B1_Energy_1_W1->P1,B1_Energy_1_P1->P2,B1_Energy_1_P1->P3,B1_Energy_1_P2->P3,W1_Frequencies_1_W1->P3,W1_Frequencies_1_W1->P2,W1_Frequencies_1_W1->P1,W1_Frequencies_1_P1->P2,W1_Frequencies_1_P1->P3,W1_Frequencies_1_P2->P3,B3_Frequencies_1_W1->P3,B3_Frequencies_1_W1->P2,B3_Frequencies_1_W1->P1,B3_Frequencies_1_P1->P2,B3_Frequencies_1_P1->P3,B3_Frequencies_1_P2->P3,B2_SymmetryFactor_1_W1->P3,B2_SymmetryFactor_1_W1->P2,B2_SymmetryFactor_1_W1->P1,B2_SymmetryFactor_1_P1->P2,B2_SymmetryFactor_1_P1->P3,B2_SymmetryFactor_1_P2->P3,B2_Frequencies_1_W1->P3,B2_Frequencies_1_W1->P2,B2_Frequencies_1_W1->P1,B2_Frequencies_1_P1->P2,B2_Frequencies_1_P1->P3,B2_Frequencies_1_P2->P3,B3_ImaginaryFrequency_1_W1->P3,B3_ImaginaryFrequency_1_W1->P2,B3_ImaginaryFrequency_1_W1->P1,B3_ImaginaryFrequency_1_P1->P2,B3_ImaginaryFrequency_1_P1->P3,B3_ImaginaryFrequency_1_P2->P3,B1_SymmetryFactor_1_W1->P3,B1_SymmetryFactor_1_W1->P2,B1_SymmetryFactor_1_W1->P1,B1_SymmetryFactor_1_P1->P2,B1_SymmetryFactor_1_P1->P3,B1_SymmetryFactor_1_P2->P3,B2_HinderRotor_1_W1->P3,B2_HinderRotor_1_W1->P2,B2_HinderRotor_1_W1->P1,B2_HinderRotor_1_P1->P2,B2_HinderRotor_1_P1->P3,B2_HinderRotor_1_P2->P3,W1_Energy_1_W1->P3,W1_Energy_1_W1->P2,W1_Energy_1_W1->P1,W1_Energy_1_P1->P2,W1_Energy_1_P1->P3,W1_Energy_1_P2->P3,B3_Energy_1_W1->P3,B3_Energy_1_W1->P2,B3_Energy_1_W1->P1,B3_Energy_1_P1->P2,B3_Energy_1_P1->P3,B3_Energy_1_P2->P3,B2_Energy_1_W1->P3,B2_Energy_1_W1->P2,B2_Energy_1_W1->P1,B2_Energy_1_P1->P2,B2_Energy_1_P1->P3,B2_Energy_1_P2->P3,B3_SymmetryFactor_1_W1->P3,B3_SymmetryFactor_1_W1->P2,B3_SymmetryFactor_1_W1->P1,B3_SymmetryFactor_1_P1->P2,B3_SymmetryFactor_1_P1->P3,B3_SymmetryFactor_1_P2->P3,W1_SymmetryFactor_1_W1->P3,W1_SymmetryFactor_1_W1->P2,W1_SymmetryFactor_1_W1->P1,W1_SymmetryFactor_1_P1->P2,W1_SymmetryFactor_1_P1->P3,W1_SymmetryFactor_1_P2->P3,W1_HinderRotor_1_W1->P3,W1_HinderRotor_1_W1->P2,W1_HinderRotor_1_W1->P1,W1_HinderRotor_1_P1->P2,W1_HinderRotor_1_P1->P3,W1_HinderRotor_1_P2->P3
0.5,290.0,0.07405357391064495,2.71101168789943,-0.46307667960261173,-0.7091081425852649,-1.0375182444724784,2.6109370357759403,-1.696862382000259,0.6102920582778361,-1.7327617031675597,-0.16763723461067206,-0.6873208085270742,0.3058127706711387,-0.05361486912227282,-13.522109740927059,0.13242057150952463,3.4745611253736497,9.122849883616082,2.750724334952073,-1.0752493599439095,0.0,0.0,-2.6339544308658963e-05,-1.3599691140036765,-1.5772265045450629,0.00988865831499603,-1.0000960524482796,8.696183136471006e-06,-1.0051237684033354,-0.00606423024634879,-1.0050887825068209,0.0058791196041186764,-0.18923624912899295,-3.763489695319497e-05,-0.5413869386413458,-0.07084073501884132,-1.578946082004119,42.03045122584363,0.0,0.0,0.0,29.381840512762107,19.73233620685717,0.05789838967730919,1.1323955997414565,-0.9902810306059311,-0.3081509481238057,-0.7903173229636574,0.761823762216907,0.0,0.0,0.0,0.0,0.0,0.0,1.7650068064649878,1.587116473784875,1.7327926065609063,0.04058743563070721,0.10727008453730705,0.030328759119219943,-1.6742747851633815,0.00023163054044080596,7.298961051173554e-05,0.0001264203826709355,-1.1556055902641649,-1.0788080453746116,0.025769307003732644,-2.20012182362753,-7.854696670975826e-06,-1.6087892030770061,-0.00028008413925243196,-0.9931421179792704,-0.9807272366292056,0.0,0.0,-1.8678167633029944e-05,-0.9999218173888953,-1.0002362074186326,1.0017476346384604,-0.13910547916596314,0.9904460842869405,0.3108658458017214,0.7958013779940702,0.24136005208764935,0.0,0.0,0.0,0.0,0.0,0.0
0.5,300.0,0.007897774130067092,2.7713374988096837,-0.5008349543911584,-0.7340358798877582,-1.2190160780222798,2.6102702604754353,-1.976248939496968,0.6158889741951566,-1.6765122501302343,-0.1588164048203466,-0.6525062304903407,0.3154910520850115,0.22924996466003472,-13.693873785840141,0.1662401176514096,3.285859218241273,9.18366392981383,2.480987371752042,-1.1647645504817936,0.0,0.0,5.341083017369267e-06,-1.4365445550531892,-1.6253831902818892,-0.0018325833620999607,-1.000028514858761,-1.009016408360865e-06,-0.9984732417319394,0.0017518593685414967,-0.9979612842778031,-0.0007668810402080092,-0.22573214918780302,7.967332214381864e-06,-0.5304938491490854,0.017922317933534146,-1.5311356683525856,42.13362113360888,0.0,0.0,0.0,28.672015327643454,19.831337392633174,-0.003257534424768512,1.1478437346630335,-0.9923886635978305,-0.2980283581856234,-0.8030592563953222,0.7784650574956162,0.0,0.0,0.0,0.0,0.0,0.0,1.6713209850195057,1.5287635221623634,1.6766732117861007,0.03834950051370684,0.10741030378037729,0.027360314731622537,-1.6711118621904564,0.0003233250864490863,-5.836723345689143e-05,0.00011971379351768262,-1.1333607900763356,-1.06771690970884,-0.00484701312875982,-2.146749375340107,4.6349586197297596e-07,-1.5573646076095558,0.00022888598853892237,-0.9530209703722281,-1.0034844688920974,0.0,0.0,3.2976147883532727e-06,-0.9999537471488791,-1.0001081458369028,0.9929506704021227,-0.15474243124040188,0.9924195757646155,0.29423807815590286,0.8004772780339272,0.21775317151810855,0.0,0.0,0.0,0.0,0.0,0.0
0.5,310.0,-0.030690455315543482,2.8313083588589025,-0.5324327932379013,-0.7226608284629453,-1.2756178192449887,2.6964493452890665,-1.9804517822343684,0.6241961616339414,-1.6228694251842624,-0.15042355049145026,-0.6053861206883129,0.32184939904977056,0.40768808106228877,-13.892944528285106,0.18476408106891773,3.111413708211506,8.892419760595105,2.204490039708265,-1.2002758273371399,0.0,0.0,1.775498370230174e-05,-1.4732837070352514,-1.6482337653652392,-0.006537137573585541,-0.999980634119599,-5.2681409169330155e-06,-0.9959645434807122,0.004550261661657362,-0.9952630404839423,-0.0036131552287157888,-0.2478786317414893,2.566193497041688e-05,-0.5515743554395285,0.050686571397938814,-1.612222997258528,42.20036930457871,0.0,0.0,0.0,28.234353258425077,19.582774523643746,-0.031811962672452204,1.166820446979978,-0.9920690607179271,-0.28508061989452144,-0.7802675377291054,0.8001723759446507,0.0,0.0,0.0,0.0,0.0,0.0,1.6031447154098513,1.4728148413963762,1.623091068824323,0.036293436788043136,0.10363060254914556,0.024306272556756072,-1.6405712535663566,0.00031209042326350915,-0.0001443672843920466,0.00011518447470709587,-1.1227573120838357,-1.0625431919139083,-0.017083067526158652,-2.098672251191725,4.416249934282364e-06,-1.509526202882085,0.00036912775042825444,-0.9073006810859755,-1.0126235796505594,0.0,0.0,1.2196159576978028e-05,-0.9999828031463996,-1.0000292810191083,0.9931159474581337,-0.1738104402204605,0.9920250328916752,0.27886734967596744,0.7747511057086668,0.19352942874172643,0.0,0.0,0.0,0.0,0.0,0.0
0.5,320.0,-0.049619363423537996,2.8903620935542382,-0.5605477002544007,-0.6918449511224609,-1.2562821609452428,2.832240328494297,-1.8288832959962653,0.63381139200699,-1.5719798901853486,-0.14242750765889334,-0.5526023975921582,0.32555320553198014,0.5117143688680701,-14.101023730627826,0.19627444790522086,2.9479179678835012,8.39191252073427,1.9367914489782811,-1.2071993077056418,0.0,0.0,1.9426438196912502e-05,-1.487058998121909,-1.6579442421013113,-0.00728589130167091,-0.9999457103371563,-6.315017759230816e-06,-0.9957279138906975,0.0046416380608819575,-0.9949165812382126,-0.0042547394986376785,-0.2622163071588391,2.786125041581275e-05,-0.5912115158901153,0.05291173254827743,-1.7712106797455665,42.157837404678574,0.0,0.0,0.0,27.871321695668833,19.090727224959135,-0.04049596489913517,1.187410793799431,-0.9903681531953853,-0.270851273617353,-0.7366364355506221,0.8234761486673771,0.0,0.0,0.0,0.0,0.0,0.0,1.5504953287526444,1.4195477095534421,1.5722145602780004,0.03437581663770833,0.09754263118051826,0.02134376789542394,-1.5960222774231145,0.00025006061882754,-0.0001933848297652053,0.00011104028322041092,-1.1186451435405504,-1.0600809669848317,-0.018979182690058292,-2.054719714521556,5.691038776761526e-06,-1.4648694482399893,0.0003259828390893101,-0.8596903887872965,-1.0140883955307134,0.0,0.0,1.3698748972972817e-05,-1.0000072290783129,-0.9999825952042497,0.9969397352240236,-0.19442969738914365,0.9902844333591687,0.26445231186369145,0.7309683262143238,0.17006073026181803,0.0,0.0,0.0,0.0,0.0,0.0
0.5,330.0,-0.054062070786244684,2.948143782744973,-0.5867604866244603,-0.6519733069182271,-1.1930333426001747,2.9935160872452617,-1.5977781636879083,0.643878762543114,-1.5238392212404301,-0.13480822878334262,-0.49838019011497237,0.32716234149954443,0.5597620712527501,-14.307337381414962,0.20518964698712608,2.7933632941700424,7.777556437037264,1.6865445336724731,-1.2009797539299423,0.0,0.0,1.563795025064526e-05,-1.4888792416197598,-1.6623285713554863,-0.005988484424958369,-0.9999194271095305,-5.586271525660705e-06,-0.9966155478913548,0.0034404361548689777,-0.9956636714469932,-0.0037039201101991518,-0.2727294592959566,2.223700443261806e-05,-0.6409379557475421,0.04021918076321219,-1.9742864663282373,41.97977329279411,0.0,0.0,0.0,27.474836364380344,18.432949748185884,-0.03725209880128834,1.2084432117006056,-0.9879035185263728,-0.2562900617804416,-0.681855142412715,0.846342907221411,0.0,0.0,0.0,0.0,0.0,0.0,1.507040252087651,1.3690431244844496,1.5240554699374587,0.03256976836474003,0.09022076740748153,0.018571634965274076,-1.5458023549783682,0.00016790787652666436,-0.00021359041091680147,0.0001063597233984401,-1.117706709180456,-1.0583606755684303,-0.015544610294557662,-2.014081531910538,5.395871930032876e-06,-1.423052865322844,0.00021117016951064863,-0.8125164909664466,-1.0115851593361296,0.0,0.0,1.1355394927597092e-05,-1.0000264816061641,-0.9999566937166673,1.001089080426339,-0.21545183144302948,0.9877999977629158,0.2508111203236575,0.6773775500466966,0.14811124635167652,0.0,0.0,0.0,0.0,0.0,0.0
0.5,340.0,-0.047419650510858315,3.00443942607445,-0.6119595785562183,-0.609278681765257,-1.1066299960743253,3.1648582089152075,-1.3349550145098341,0.6538914859069901,-1.4783559892581741,-0.12755142968279465,-0.4453370107520957,0.32714024741314285,0.563251229964035,-14.505831274859148,0.213637509998129,2.646533832734211,7.112496824178637,1.4580237636861173,-1.1907083863960561,0.0,0.0,9.587315899813615e-06,-1.4858487373596134,-1.6663132296613394,-0.003810860648505704,-0.999899003495265,-3.992016050379906e-06,-0.997940965764496,0.0017887347165120454,-0.9967656759131007,-0.002592203631621241,-0.2817781813935593,1.3417938705427497e-05,-0.6955118080525183,0.021942651451613636,-2.1992164341157476,41.666023124569044,0.0,0.0,0.0,26.991901442183494,17.667397424550813,-0.026963876177952314,1.2292224911066123,-0.9850257281986744,-0.2419642183562648,-0.6222419972967017,0.8676498999926995,0.0,0.0,0.0,0.0,0.0,0.0,1.4688216999096904,1.3212645063058888,1.4785343251221759,0.03085866992935144,0.08237389004817666,0.016039039900384133,-1.4949736494759094,8.291535600367058e-05,-0.00021230800015269679,0.00010074363387072276,-1.1178453819068992,-1.0562185355591782,-0.009832468702592717,-1.9761872312345572,4.251800230011852e-06,-1.3837856770959716,8.957676159279212e-05,-0.7671866401289505,-1.0073753720818543,0.0,0.0,7.338099375454136e-06,-1.000040691939626,-0.9999439649604945,1.003543967545145,-0.2361968724831777,0.9849125949822113,0.2378349253872449,0.619437130993096,0.12805966873150407,0.0,0.0,0.0,0.0,0.0,0.0
0.5,350.0,-0.03194631013672771,3.059130752446614,-0.6366021165946771,-0.5673472952842598,-1.010331406891694,3.336632277436559,-1.0695703917773158,0.6635644467294451,-1.4353919598423055,-0.12064550942118704,-0.39502372677147696,0.32586592383152985,0.529404439985489,-14.693383011391093,0.22242703114654436,2.506690138443093,6.437865066703322,1.2527699852212582,-1.181459482497735,0.0,0.0,3.138829605562804e-06,-1.4824686373242657,-1.672909568862076,-0.0014407301176167413,-0.9998826476958989,-2.0951961589982284e-06,-0.9993105845948514,0.00016551738006140304,-0.9978108614954513,-0.0013029673328910111,-0.2906980382851206,4.090472576117879e-06,-0.7517847776958303,0.003423320724822653,-2.431580163538102,41.230066160696374,0.0,0.0,0.0,26.40274350670195,16.837104746370546,-0.012570167439676089,1.2493568669618063,-0.9819211766300531,-0.22819582375211458,-0.5618430207813192,0.8868455085992799,0.0,0.0,0.0,0.0,0.0,0.0,1.4334224329828458,1.2761077405753658,1.4355215947318936,0.029232168130541893,0.07446186303038867,0.013764114974418696,-1.4464759146333828,4.113085942745025e-06,-0.00019577305651990125,9.409689495974298e-05,-1.1177766774276656,-1.0530125286907615,-0.003639407893638142,-1.940626905361985,2.721271448967532e-06,-1.3468183141231804,-3.447545123993476e-06,-0.7245004320282711,-1.002792003423914,0.0,0.0,2.931780571105635e-06,-1.0000503387172834,-0.9999393496058785,1.0031554027776608,-0.2562829913407351,0.9818026291487864,0.2254587085097651,0.5607018637694386,0.11004387411104416,0.0,0.0,0.0,0.0,0.0,0.0
0.5,360.0,-0.0091560631394348,3.112164264070542,-0.6608823747839071,-0.5280956426409004,-0.9124118016818593,3.5030342321058976,-0.8185872682006217,0.6727517266644497,-1.3947870754586837,-0.11407984373280115,-0.34828766500143465,0.3236463739348913,0.4629730810979771,-14.868662133452435,0.23164402980714044,2.3733719144280268,5.779777634300128,1.0706603505870644,-1.1758007208385834,0.0,0.0,-2.6881264060188617e-06,-1.4815060598161682,-1.6838625497829032,0.0007391384544809715,-0.9998692040806675,-2.3085783042554843e-07,-1.000514737390092,-0.0011779317513012165,-0.9985904078386618,-5.8854782939604916e-05,-0.30018615964911416,-4.286500922703134e-06,-0.8079571202606969,-0.012504827589488806,-2.6622288238742593,40.691552053656444,0.0,0.0,0.0,25.706942607000318,15.973843764333656,0.004215774902231771,1.2686458630095252,-0.9786774815297533,-0.21515129569012653,-0.5031742599446535,0.903729720342537,0.0,0.0,0.0,0.0,0.0,0.0,1.3994184902001205,1.2334328321997396,1.3948634520093233,0.027683673908706838,0.06677497350190292,0.011746081802940853,-1.4018851096548475,-6.445860988873989e-05,-0.00016910483159723373,8.649249560979325e-05,-1.1167538221270927,-1.0484346505667999,0.0020380232980278913,-1.9070989640978355,1.0941359101217212e-06,-1.3119350323808268,-5.0918217221299666e-05,-0.684858186860247,-0.9985763181332886,0.0,0.0,-1.1450417465575483e-06,-1.0000560523846886,-0.9999395125436394,0.9993474986155079,-0.27551611101998524,0.9785541536644776,0.21364308662265988,0.5034281819716142,0.0940550516444779,0.0,0.0,0.0,0.0,0.0,0.0
0.5,370.0,0.019912628719837462,3.1635299398618306,-0.6848399521567862,-0.49240396993730545,-0.8178448665897871,3.660781251131624,-0.5910738460184222,0.6813932658049531,-1.3563747239591146,-0.10784389985285041,-0.30551693727740414,0.32072829428653044,0.3672857780730059,-15.031405352342073,0.2410113824259157,2.246276175029308,5.154135169877104,0.910602048747942,-1.1747680303958572,0.0,0.0,-7.40134824782228e-06,-1.4845769818739323,-1.7000851361514884,0.002537755092176593,-0.9998579247914688,1.4143475294686412e-06,-1.0014572184373711,-0.0021305141939628796,-0.9990187733014482,0.0010205568123167386,-0.3105494768137923,-1.1017571436012773e-05,-0.863086931142138,-0.024554496226061928,-2.88556138535317,40.07194471225911,0.0,0.0,0.0,24.91469854276205,15.100876651164944,0.022442720014673817,1.287007565190414,-0.9753248626236377,-0.20289971603357124,-0.4477254961894874,0.9183125513662945,0.0,0.0,0.0,0.0,0.0,0.0,1.3660197570785486,1.1930837223526938,1.3563976485555043,0.02620879693053288,0.0594883529069717,0.00997311390624651,-1.36191304159416,-0.00012168406067935768,-0.00013638565475481643,7.808786151119516e-05,-1.1143830285050973,-1.0423867616890463,0.0067056326713205395,-1.8753754875939572,-4.5451032844714725e-07,-1.278948106968853,-4.701140849991373e-05,-0.6484015287150964,-0.9950977210418938,0.0,0.0,-4.530672103424233e-06,-1.0000585012700025,-0.9999422831746732,0.9919162497493171,-0.29381836365797565,0.9751953960671802,0.20236306391464035,0.4489891483500566,0.07999875555234615,0.0,0.0,0.0,0.0,0.0,0.0
0.5,380.0,0.05452488827213358,3.213246540144815,-0.7084287257051531,-0.46052591555840866,-0.7294348866154039,3.8082330316843795,-0.39106156166645817,0.6894804764742601,-1.3199908115527141,-0.10192683386951308,-0.26680497290766353,0.3173084930919573,0.24487591998086083,-15.181958374858581,0.2501021582527235,2.1251831185673073,4.569924698903305,0.7709790250827343,-1.1784921419384398,0.0,0.0,-1.082969912026966e-05,-1.4925383380106658,-1.7219498034620837,0.003882147823200001,-0.9998483219718294,2.7491307393968484e-06,-1.002109891184497,-0.0026649533044040947,-0.9990827895526732,0.0018807180693148934,-0.3218636648920865,-1.5870382525625564e-05,-0.9167673731220732,-0.032366083662557256,-3.098351876846567,39.392085681928734,0.0,0.0,0.0,24.041399045088543,14.235032978931642,0.04162347639315894,1.3044315900732926,-0.971862076950692,-0.1914507750789383,-0.39630300298405824,0.930723254446932,0.0,0.0,0.0,0.0,0.0,0.0,1.3328340795940548,1.1549004769321756,1.3199630541086762,0.024804378204723244,0.05269938593305044,0.00842740162800242,-1.3267360506396766,-0.00016807579833242703,-0.00010078653602213952,6.907432874684921e-05,-1.1104990176672211,-1.0348986617634688,0.010177713329717954,-1.8452791466347955,-1.8253291706602525e-06,-1.2476932167166361,7.561028016973739e-06,-0.6151080571144564,-0.9924969762166485,0.0,0.0,-7.083511553107019e-06,-1.0000583281541615,-0.999946275689683,0.980893609619371,-0.3111818537106152,0.971724126314615,0.19160118253276467,0.3981600171881374,0.06773423647685428,0.0,0.0,0.0,0.0,0.0,0.0
