pressure[atm]        = 1
      17.6064  8.16108e-12
      17.5664  8.88302e-12
      17.5263  9.66853e-12
      17.4863  1.05232e-11
      17.4463   1.1453e-11
      17.4062  1.24646e-11
      17.3662  1.35652e-11
      17.3262  1.47624e-11
      17.2862  1.60648e-11
      17.2461  1.74816e-11
      17.2061  1.90227e-11
      17.1661   2.0699e-11
      17.1261  2.25223e-11
       17.086  2.45054e-11
       17.046  2.66623e-11
       17.006   2.9008e-11
      16.9659  3.15592e-11
      16.9259  3.43335e-11
      16.8859  3.73505e-11
      16.8459  4.06313e-11
      16.8058  4.41989e-11
      16.7658   4.8078e-11
      16.7258  5.22959e-11
      16.6857  5.68819e-11
      16.6457  6.18679e-11
      16.6057  6.72887e-11
      16.5657   7.3182e-11
      16.5256  7.95887e-11
      16.4856  8.65533e-11
      16.4456  9.41241e-11
      16.4056  1.02354e-10
      16.3655  1.11299e-10
      16.3255  1.21021e-10
      16.2855  1.31589e-10
      16.2454  1.43074e-10
      16.2054  1.55555e-10
      16.1654   1.6912e-10
      16.1254  1.83861e-10
      16.0853  1.99879e-10
      16.0453  2.17285e-10
      16.0053  2.36199e-10
      15.9653  2.56749e-10
      15.9252  2.79077e-10
      15.8852  3.03335e-10
      15.8452  3.29689e-10
      15.8051   3.5832e-10
      15.7651  3.89422e-10
      15.7251  4.23208e-10
      15.6851  4.59908e-10
       15.645  4.99771e-10
       15.605  5.43069e-10
       15.565  5.90094e-10
       15.525  6.41167e-10
      15.4849  6.96632e-10
      15.4449  7.56866e-10
      15.4049  8.22276e-10
      15.3648  8.93302e-10
      15.3248  9.70425e-10
      15.2848  1.05416e-09
      15.2448  1.14508e-09
      15.2047  1.24379e-09
      15.1647  1.35095e-09
      15.1247  1.46729e-09
      15.0846  1.59358e-09
      15.0446  1.73066e-09
      15.0046  1.87946e-09
      14.9646  2.04097e-09
      14.9245  2.21626e-09
      14.8845  2.40651e-09
      14.8445  2.61297e-09
      14.8045  2.83703e-09
      14.7644  3.08016e-09
      14.7244  3.34399e-09
      14.6844  3.63025e-09
      14.6443  3.94085e-09
      14.6043  4.27784e-09
      14.5643  4.64343e-09
      14.5243  5.04005e-09
      14.4842   5.4703e-09
      14.4442  5.93701e-09
      14.4042  6.44325e-09
      14.3642  6.99233e-09
      14.3241  7.58786e-09
      14.2841  8.23374e-09
      14.2441  8.93418e-09
       14.204  9.69376e-09
       14.164  1.05174e-08
       14.124  1.14105e-08
       14.084  1.23789e-08
      14.0439  1.34288e-08
      14.0039  1.45671e-08
      13.9639  1.58011e-08
      13.9239  1.71389e-08
      13.8838   1.8589e-08
      13.8438  2.01608e-08
      13.8038  2.18644e-08
      13.7637  2.37109e-08
      13.7237   2.5712e-08
      13.6837  2.78806e-08
      13.6437  3.02306e-08
      13.6036  3.27771e-08
      13.5636  3.55363e-08
      13.5236  3.85258e-08
      13.4835  4.17647e-08
      13.4435  4.52735e-08
      13.4035  4.90747e-08
      13.3635  5.31923e-08
      13.3234  5.76523e-08
      13.2834  6.24831e-08
      13.2434   6.7715e-08
      13.2034  7.33813e-08
      13.1633  7.95174e-08
      13.1233   8.6162e-08
      13.0833  9.33569e-08
      13.0432  1.01147e-07
      13.0032  1.09581e-07
      12.9632  1.18712e-07
      12.9232  1.28597e-07
      12.8831  1.39298e-07
      12.8431   1.5088e-07
      12.8031  1.63416e-07
      12.7631  1.76984e-07
       12.723  1.91667e-07
       12.683  2.07556e-07
       12.643   2.2475e-07
      12.6029  2.43354e-07
      12.5629  2.63483e-07
      12.5229   2.8526e-07
      12.4829  3.08818e-07
      12.4428  3.34302e-07
      12.4028  3.61867e-07
      12.3628  3.91681e-07
      12.3228  4.23926e-07
      12.2827  4.58796e-07
      12.2427  4.96505e-07
      12.2027  5.37279e-07
      12.1626  5.81365e-07
      12.1226  6.29028e-07
      12.0826  6.80555e-07
      12.0426  7.36256e-07
      12.0025  7.96464e-07
      11.9625  8.61538e-07
      11.9225  9.31868e-07
      11.8824  1.00787e-06
      11.8424     1.09e-06
      11.8024  1.17874e-06
      11.7624  1.27462e-06
      11.7223  1.37821e-06
      11.6823   1.4901e-06
      11.6423  1.61097e-06
      11.6023  1.74152e-06
      11.5622  1.88252e-06
      11.5222  2.03478e-06
      11.4822   2.1992e-06
      11.4421  2.37673e-06
      11.4021   2.5684e-06
      11.3621  2.77532e-06
      11.3221  2.99869e-06
       11.282  3.23979e-06
       11.242  3.50001e-06
       11.202  3.78084e-06
       11.162  4.08388e-06
      11.1219  4.41087e-06
      11.0819  4.76367e-06
      11.0419  5.14427e-06
      11.0018  5.55484e-06
      10.9618  5.99769e-06
      10.9218  6.47531e-06
      10.8818  6.99041e-06
      10.8417  7.54585e-06
      10.8017  8.14475e-06
      10.7617  8.79044e-06
      10.7217  9.48652e-06
      10.6816  1.02369e-05
      10.6416  1.10456e-05
      10.6016  1.19172e-05
      10.5615  1.28564e-05
      10.5215  1.38685e-05
      10.4815  1.49589e-05
      10.4415  1.61336e-05
      10.4014  1.73991e-05
      10.3614   1.8762e-05
      10.3214    2.023e-05
      10.2813  2.18107e-05
      10.2413  2.35129e-05
      10.2013  2.53455e-05
      10.1613  2.73185e-05
      10.1212  2.94423e-05
      10.0812  3.17281e-05
      10.0412  3.41883e-05
      10.0012  3.68357e-05
      9.96113  3.96842e-05
       9.9211  4.27489e-05
      9.88107  4.60459e-05
      9.84105  4.95922e-05
      9.80102  5.34065e-05
      9.76099  5.75084e-05
      9.72096  6.19191e-05
      9.68094  6.66615e-05
      9.64091  7.17598e-05
      9.60088  7.72402e-05
      9.56085  8.31307e-05
      9.52083  8.94611e-05
       9.4808  9.62635e-05
      9.44077  0.000103572
      9.40074  0.000111424
      9.36072  0.000119859
      9.32069  0.000128918
      9.28066  0.000138647
      9.24063  0.000149094
      9.20061  0.000160311
      9.16058  0.000172353
      9.12055  0.000185278
      9.08052   0.00019915
       9.0405  0.000214036
      9.00047  0.000230009
      8.96044  0.000247145
      8.92041  0.000265527
      8.88039  0.000285242
      8.84036  0.000306385
      8.80033  0.000329055
       8.7603  0.000353359
      8.72028  0.000379411
      8.68025  0.000407334
      8.64022  0.000437256
      8.60019  0.000469316
      8.56017  0.000503661
      8.52014  0.000540449
      8.48011  0.000579847
      8.44008  0.000622033
      8.40006  0.000667197
      8.36003  0.000715542
         8.32  0.000767282
      8.27997  0.000822645
      8.23995  0.000881876
      8.19992  0.000945233
      8.15989   0.00101299
      8.11986   0.00108544
      8.07984   0.00116289
      8.03981   0.00124568
      7.99978   0.00133415
      7.95975   0.00142867
      7.91973   0.00152963
       7.8797   0.00163746
      7.83967   0.00175259
      7.79964   0.00187549
      7.75962   0.00200666
      7.71959   0.00214662
      7.67956   0.00229592
      7.63953   0.00245516
      7.59951   0.00262494
      7.55948   0.00280593
      7.51945   0.00299882
      7.47942   0.00320433
       7.4394   0.00342324
      7.39937   0.00365635
      7.35934   0.00390452
      7.31931   0.00416865
      7.27929    0.0044497
      7.23926   0.00474865
      7.19923   0.00506655
       7.1592   0.00540451
      7.11918   0.00576368
      7.07915   0.00614529
      7.03912    0.0065506
      6.99909   0.00698094
      6.95907   0.00743773
      6.91904   0.00792243
      6.87901   0.00843657
      6.83898   0.00898175
      6.79896   0.00955966
      6.75893     0.010172
       6.7189    0.0108207
      6.67887    0.0115076
      6.63885    0.0122347
      6.59882    0.0130041
      6.55879    0.0138179
      6.51876    0.0146783
      6.47874    0.0155877
      6.43871    0.0165485
      6.39868    0.0175632
      6.35865    0.0186344
      6.31863    0.0197648
       6.2786    0.0209572
      6.23857    0.0222144
      6.19854    0.0235393
      6.15852    0.0249352
      6.11849    0.0264051
      6.07846    0.0279523
      6.03843    0.0295801
      5.99841    0.0312919
      5.95838    0.0330914
      5.91835    0.0349821
      5.87832    0.0369678
       5.8383    0.0390522
      5.79827    0.0412392
      5.75824    0.0435329
      5.71821    0.0459372
      5.67819    0.0484564
      5.63816    0.0510945
      5.59813     0.053856
       5.5581    0.0567451
      5.51808    0.0597663
      5.47805     0.062924
      5.43802    0.0662228
      5.39799    0.0696671
      5.35797    0.0732617
      5.31794    0.0770113
      5.27791    0.0809203
      5.23788    0.0849937
      5.19786    0.0892361
      5.15783    0.0936523
       5.1178    0.0982469
      5.07777     0.103025
      5.03775     0.107991
      4.99772     0.113149
      4.95769     0.118505
      4.91766     0.124063
      4.87764     0.129827
      4.83761     0.135803
      4.79758     0.141994
      4.75755     0.148406
      4.71753     0.155041
       4.6775     0.161905
      4.63747     0.169002
      4.59744     0.176336
      4.55742      0.18391
      4.51739     0.191728
      4.47736     0.199793
      4.43733      0.20811
      4.39731      0.21668
      4.35728     0.225507
      4.31725     0.234594
      4.27722     0.243943
       4.2372     0.253555
      4.19717     0.263434
      4.15714     0.273579
      4.11711     0.283993
      4.07709     0.294676
      4.03706     0.305628
      3.99703      0.31685
        3.957     0.328341
      3.91698       0.3401
      3.87695     0.352125
      3.83692     0.364414
      3.79689     0.376965
      3.75687     0.389775
      3.71684     0.402838
      3.67681     0.416152
      3.63678      0.42971
      3.59676     0.443507
      3.55673     0.457535
       3.5167     0.471787
      3.47667     0.486255
      3.43665     0.500929
      3.39662     0.515798
      3.35659     0.530851
      3.31656     0.546074
      3.27654     0.561453
      3.23651     0.576973
      3.19648     0.592618
      3.15645     0.608371
      3.11643     0.624212
       3.0764     0.640123
      3.03637     0.656082
      2.99634     0.672068
      2.95632     0.688057
      2.91629     0.704023
      2.87626      0.71994
      2.83623      0.73578
      2.79621     0.751515
      2.75618     0.767114
      2.71615     0.782545
      2.67612     0.797772
       2.6361     0.812761
      2.59607     0.827478
      2.55604     0.841886
      2.51601     0.855948
      2.47599     0.869626
      2.43596     0.882881
      2.39593     0.895672
       2.3559     0.907958
      2.31588     0.919696
      2.27585     0.930842
      2.23582     0.941343
      2.19579     0.951147
      2.15577     0.960209
      2.11574     0.968482
      2.07571     0.975918
      2.03568     0.982465
      1.99566     0.988057
      1.95563     0.992645
       1.9156     0.996182
      1.87557     0.998621
      1.83555     0.999917
      1.79552            1
      1.75549     0.998809
      1.71546     0.996307
      1.67544      0.99246
      1.63541     0.987238
      1.59538     0.980619
      1.55535     0.972583
      1.51533     0.963117
       1.4753     0.952217
      1.43527     0.939882
      1.39524     0.926122
      1.35522     0.910953
      1.31519     0.894397
      1.27516     0.876485
      1.23513     0.857253
      1.19511     0.836741
      1.15508     0.814983
      1.11505     0.791954
      1.07502     0.767527
        1.035     0.741745
     0.994969     0.714673
     0.954942     0.686376
     0.914914     0.656891
     0.874887     0.626019
     0.834859     0.593695
     0.794832     0.560038
     0.754804     0.525186
     0.714777     0.489303
     0.674749     0.452574
     0.634722     0.415211
     0.594694     0.377451
     0.554667      0.33956
     0.514639     0.301832
     0.474612     0.264589
     0.434584     0.228181
     0.394557     0.192987
     0.354529      0.15941
     0.314502     0.127878
     0.274474    0.0988363
     0.234447    0.0727405
     0.194419    0.0500472
     0.154392    0.0311965
     0.114364    0.0165855
    0.0743368   0.00652373
    0.0343093   0.00114132

Well-to-bimolecular product energy distributions:
  E, kcal/mol       W1->P1       W1->P2
      21.0487   2.5748e-17  6.67908e-13
      21.0087 -2.80886e-17 -7.25599e-13
      20.9687 -8.19865e-18 -2.10911e-13
      20.9287  4.86593e-17  1.24654e-12
      20.8886  4.07559e-17  1.03971e-12
      20.8486 -1.32634e-18 -3.36941e-14
      20.8086 -4.00398e-17 -1.01289e-12
      20.7686  3.95533e-17  9.96363e-13
      20.7285 -4.56385e-17  -1.1448e-12
      20.6885 -5.97812e-18 -1.49321e-13
      20.6485 -2.62299e-18 -6.52389e-14
      20.6084 -3.28222e-18 -8.12881e-14
      20.5684  2.46639e-17  6.08227e-13
      20.5284    2.692e-17  6.61026e-13
      20.4884  5.36018e-17  1.31057e-12
      20.4483 -1.67635e-17 -4.08109e-13
      20.4083  5.03476e-17  1.22045e-12
      20.3683 -1.48512e-17 -3.58447e-13
      20.3283 -3.18263e-17 -7.64841e-13
      20.2882   9.3843e-18  2.24545e-13
      20.2482 -4.54339e-17 -1.08241e-12
      20.2082  1.23231e-16  2.92308e-12
      20.1681  1.04698e-17  2.47265e-13
      20.1281 -1.47748e-17 -3.47414e-13
      20.0881 -2.92493e-17 -6.84761e-13
      20.0481 -5.70247e-17 -1.32916e-12
       20.008  5.75898e-17  1.33644e-12
       19.968 -1.00966e-16 -2.33273e-12
       19.928  1.23976e-16  2.85171e-12
      19.8879  1.00278e-16  2.29641e-12
      19.8479 -2.75224e-19 -6.27482e-15
      19.8079  4.41225e-17  1.00148e-12
      19.7679 -7.28081e-17 -1.64522e-12
      19.7278  1.67727e-17  3.77315e-13
      19.6878  1.83123e-16  4.10109e-12
      19.6478  -2.9944e-17 -6.67597e-13
      19.6078 -2.04119e-16 -4.53035e-12
      19.5677  1.17435e-16   2.5947e-12
      19.5277  -4.4585e-17 -9.80646e-13
      19.4877  1.83587e-17  4.01971e-13
      19.4476 -3.39611e-17 -7.40221e-13
      19.4076  7.40219e-17  1.60605e-12
      19.3676 -3.43722e-17 -7.42374e-13
      19.3276  3.04871e-16  6.55455e-12
      19.2875  1.18096e-16  2.52736e-12
      19.2475  1.44023e-16  3.06807e-12
      19.2075 -2.61593e-16 -5.54695e-12
      19.1675  1.48247e-16  3.12899e-12
      19.1274 -2.47405e-16  -5.1977e-12
      19.0874 -3.25539e-16 -6.80747e-12
      19.0474 -8.05937e-17 -1.67748e-12
      19.0073 -2.20988e-16  -4.5782e-12
      18.9673  5.10934e-17  1.05355e-12
      18.9273  3.36397e-17  6.90398e-13
      18.8873  1.37064e-16  2.79978e-12
      18.8472 -1.48843e-16 -3.02604e-12
      18.8072  1.70834e-16  3.45672e-12
      18.7672 -4.14191e-17 -8.34119e-13
      18.7272 -1.60655e-16 -3.21999e-12
      18.6871 -3.16506e-16 -6.31347e-12
      18.6471 -3.19171e-16 -6.33624e-12
      18.6071  3.49435e-16  6.90385e-12
       18.567 -7.37697e-17 -1.45049e-12
       18.527 -2.88239e-16 -5.64022e-12
       18.487    6.982e-16  1.35964e-11
       18.447 -8.29612e-16 -1.60774e-11
      18.4069  1.41225e-15  2.72358e-11
      18.3669  7.64999e-16  1.46817e-11
      18.3269 -9.61949e-16 -1.83716e-11
      18.2868  7.54922e-17  1.43473e-12
      18.2468  1.31119e-16   2.4797e-12
      18.2068 -9.40192e-16 -1.76934e-11
      18.1668  1.43235e-15  2.68224e-11
      18.1267 -3.20382e-16 -5.96988e-12
      18.0867  2.10678e-16  3.90624e-12
      18.0467  6.10575e-16  1.12646e-11
      18.0067 -5.67266e-16 -1.04134e-11
      17.9666 -1.24635e-16 -2.27649e-12
      17.9266  5.62967e-16  1.02312e-11
      17.8866  7.58223e-16  1.37105e-11
      17.8465  3.24762e-16  5.84285e-12
      17.8065  -2.3304e-15 -4.17145e-11
      17.7665  2.44216e-15  4.34931e-11
      17.7265 -1.02929e-15 -1.82377e-11
      17.6864  3.96774e-16  6.99439e-12
      17.6464 -4.78148e-16 -8.38568e-12
      17.6064 -1.16588e-16 -2.03419e-12
      17.5664   2.5142e-15  4.36407e-11
      17.5263  3.39177e-16  5.85686e-12
      17.4863  1.59926e-15  2.74724e-11
      17.4463  1.42007e-15  2.42672e-11
      17.4062 -5.94682e-16 -1.01092e-11
      17.3662  2.33704e-15  3.95198e-11
      17.3262  3.61387e-15  6.07895e-11
      17.2862  4.72477e-16  7.90565e-12
      17.2461  2.12194e-15  3.53169e-11
      17.2061  2.26545e-15  3.75051e-11
      17.1661  6.32425e-16  1.04141e-11
      17.1261 -4.36892e-15 -7.15583e-11
       17.086 -8.91954e-16 -1.45309e-11
       17.046  3.53912e-15   5.7346e-11
       17.006 -1.99195e-15 -3.21023e-11
      16.9659  6.74988e-16  1.08193e-11
      16.9259  2.16619e-15  3.45331e-11
      16.8859 -4.62623e-15 -7.33495e-11
      16.8459  5.35575e-16  8.44529e-12
      16.8058 -1.67886e-15 -2.63284e-11
      16.7658  2.94428e-15  4.59198e-11
      16.7258  2.54312e-15   3.9445e-11
      16.6857 -2.29546e-15 -3.54072e-11
      16.6457  -1.4605e-15 -2.24034e-11
      16.6057 -1.37655e-15 -2.09985e-11
      16.5657  3.70094e-15  5.61416e-11
      16.5256  3.00441e-15  4.53212e-11
      16.4856 -3.50634e-15 -5.25968e-11
      16.4456    2.125e-15  3.16972e-11
      16.4056 -3.02694e-15 -4.48967e-11
      16.3655 -6.26402e-15 -9.23858e-11
      16.3255 -6.56426e-15  -9.6266e-11
      16.2855  3.40385e-15  4.96346e-11
      16.2454 -4.17257e-15 -6.04977e-11
      16.2054  3.63391e-16  5.23869e-12
      16.1654 -8.63345e-16 -1.23748e-11
      16.1254  7.80775e-16   1.1127e-11
      16.0853 -1.02401e-15 -1.45093e-11
      16.0453 -8.36553e-16 -1.17847e-11
      16.0053 -9.85534e-15  -1.3803e-10
      15.9653  3.78083e-15  5.26449e-11
      15.9252  1.37962e-14  1.90979e-10
      15.8852 -4.92933e-15 -6.78369e-11
      15.8452 -5.48867e-15 -7.50911e-11
      15.8051 -3.98003e-15 -5.41306e-11
      15.7651 -9.42423e-15 -1.27417e-10
      15.7251  5.91747e-15  7.95311e-11
      15.6851  1.10171e-14   1.4719e-10
       15.645  3.59568e-15  4.77523e-11
       15.605 -2.74766e-16 -3.62719e-12
       15.565 -9.07127e-15 -1.19031e-10
       15.525  2.92755e-14  3.81835e-10
      15.4849 -2.00622e-14 -2.60088e-10
      15.4449 -1.80622e-14 -2.32743e-10
      15.4049  1.28651e-14  1.64768e-10
      15.3648 -9.46854e-15 -1.20528e-10
      15.3248  1.71087e-14  2.16453e-10
      15.2848 -2.50243e-14 -3.14658e-10
      15.2448  1.64301e-14  2.05326e-10
      15.2047 -9.96236e-16 -1.23732e-11
      15.1647  2.49808e-14  3.08345e-10
      15.1247 -2.80387e-14 -3.43947e-10
      15.0846  3.52174e-14  4.29327e-10
      15.0446 -1.43966e-14 -1.74413e-10
      15.0046 -1.97536e-14 -2.37819e-10
      14.9646  2.30663e-14  2.75964e-10
      14.9245  6.81249e-15  8.09929e-11
      14.8845  1.90394e-14  2.24932e-10
      14.8445  -3.6104e-14 -4.23841e-10
      14.8045   2.9105e-14  3.39512e-10
      14.7644 -2.46355e-15  -2.8555e-11
      14.7244  1.66597e-14  1.91871e-10
      14.6844 -4.13664e-14 -4.73374e-10
      14.6443 -5.60363e-14 -6.37134e-10
      14.6043 -2.33991e-14 -2.64335e-10
      14.5643 -6.16845e-14 -6.92337e-10
      14.5243  2.36314e-14  2.63515e-10
      14.4842 -3.73899e-14 -4.14227e-10
      14.4442  2.96208e-14  3.26015e-10
      14.4042  5.72739e-14  6.26248e-10
      14.3642 -1.58198e-14 -1.71841e-10
      14.3241 -8.92858e-16 -9.63469e-12
      14.2841  2.40425e-14  2.57723e-10
      14.2441 -7.01058e-15 -7.46505e-11
       14.204  3.52787e-15  3.73154e-11
       14.164  2.06524e-14  2.16986e-10
       14.124 -7.74207e-14  -8.0796e-10
       14.084  4.56208e-14  4.72887e-10
      14.0439  2.34563e-14  2.41493e-10
      14.0039  1.53843e-13  1.57312e-09
      13.9639 -3.13677e-14 -3.18559e-10
      13.9239 -7.37433e-14 -7.43776e-10
      13.8838 -4.56294e-14  -4.5705e-10
      13.8438 -2.07133e-14 -2.06043e-10
      13.8038  8.98181e-14  8.87249e-10
      13.7637  1.85194e-13  1.81665e-09
      13.7237 -1.14383e-13 -1.11419e-09
      13.6837 -4.03224e-14 -3.90014e-10
      13.6437  1.74587e-13  1.67677e-09
      13.6036  5.74237e-14  5.47602e-10
      13.5636  1.98019e-14  1.87492e-10
      13.5236  9.23737e-14   8.6839e-10
      13.4835 -7.78049e-14 -7.26193e-10
      13.4435 -7.80444e-14 -7.23192e-10
      13.4035  8.96308e-14  8.24563e-10
      13.3635  1.79056e-13   1.6353e-09
      13.3234  1.59176e-13  1.44316e-09
      13.2834 -2.15298e-13 -1.93774e-09
      13.2434 -2.45799e-13 -2.19603e-09
      13.2034  1.08865e-13  9.65461e-10
      13.1633 -3.08235e-13 -2.71333e-09
      13.1233  2.37094e-13  2.07159e-09
      13.0833 -7.06632e-14 -6.12806e-10
      13.0432 -3.32235e-13 -2.85962e-09
      13.0032 -1.83503e-14 -1.56756e-10
      12.9632 -3.43486e-13 -2.91203e-09
      12.9232   1.2894e-13  1.08484e-09
      12.8831  3.55891e-14  2.97148e-10
      12.8431 -2.01522e-13 -1.66971e-09
      12.8031 -1.03575e-13 -8.51567e-10
      12.7631 -4.42335e-13 -3.60869e-09
       12.723  -3.1474e-13 -2.54782e-09
       12.683  3.32362e-13   2.6695e-09
       12.643 -3.15372e-13 -2.51322e-09
      12.6029 -7.68911e-14 -6.07933e-10
      12.5629  3.97285e-13  3.11628e-09
      12.5229 -2.21514e-13 -1.72375e-09
      12.4829 -6.06773e-13 -4.68403e-09
      12.4428  -4.3966e-13 -3.36677e-09
      12.4028  4.06849e-13   3.0904e-09
      12.3628 -1.30633e-13 -9.84246e-10
      12.3228  3.96738e-13  2.96486e-09
      12.2827  3.45944e-13  2.56412e-09
      12.2427 -8.24934e-13 -6.06411e-09
      12.2027 -4.81532e-13 -3.51051e-09
      12.1626 -1.01736e-13 -7.35529e-10
      12.1226  2.48597e-13  1.78231e-09
      12.0826  4.22445e-13  3.00336e-09
      12.0426 -9.51383e-14 -6.70693e-10
      12.0025  5.88802e-13  4.11579e-09
      11.9625  2.07714e-13  1.43963e-09
      11.9225 -1.52115e-12  -1.0453e-08
      11.8824 -6.83428e-14  -4.6562e-10
      11.8424  1.27641e-12  8.62156e-09
      11.8024  3.20414e-13  2.14559e-09
      11.7624  3.85147e-13  2.55675e-09
      11.7223 -1.41821e-12 -9.33282e-09
      11.6823  3.96234e-13  2.58477e-09
      11.6423 -1.01716e-12 -6.57721e-09
      11.6023  1.14451e-12  7.33572e-09
      11.5622  1.00839e-12  6.40625e-09
      11.5222 -2.75311e-12 -1.73357e-08
      11.4822  1.52567e-12   9.5214e-09
      11.4421  1.38842e-14  8.58753e-11
      11.4021  1.74662e-13  1.07062e-09
      11.3621 -3.63523e-13 -2.20825e-09
      11.3221  9.58114e-13  5.76758e-09
       11.282 -1.12419e-12 -6.70596e-09
       11.242  1.74618e-12  1.03214e-08
       11.202 -3.23883e-12  -1.8969e-08
       11.162 -1.87253e-12 -1.08662e-08
      11.1219   -1.238e-13  -7.1178e-10
      11.0819  6.71023e-13  3.82226e-09
      11.0419  -1.2568e-12 -7.09236e-09
      11.0018  6.78293e-13  3.79195e-09
      10.9618 -1.26792e-12 -7.02167e-09
      10.9218  6.41416e-13   3.5186e-09
      10.8818   2.5952e-12  1.41015e-08
      10.8417 -3.10427e-12  -1.6707e-08
      10.8017 -6.24958e-13 -3.33131e-09
      10.7617  2.21654e-12  1.17016e-08
      10.7217 -3.51595e-12 -1.83823e-08
      10.6816  4.81202e-12  2.49142e-08
      10.6416 -3.10616e-12 -1.59253e-08
      10.6016  -8.7983e-13  -4.4667e-09
      10.5615  5.50226e-12  2.76587e-08
      10.5215 -2.01375e-12 -1.00226e-08
      10.4815 -7.75034e-12 -3.81904e-08
      10.4415  4.42078e-12   2.1566e-08
      10.4014 -3.70223e-12 -1.78793e-08
      10.3614  7.00043e-12  3.34663e-08
      10.3214 -4.51229e-12 -2.13527e-08
      10.2813  2.69386e-12  1.26178e-08
      10.2413  7.11386e-12  3.29794e-08
      10.2013 -4.49535e-12 -2.06256e-08
      10.1613 -4.17345e-12 -1.89506e-08
      10.1212 -7.50841e-12 -3.37396e-08
      10.0812   4.5836e-12  2.03818e-08
      10.0412  5.46469e-12  2.40451e-08
      10.0012 -5.11859e-12  -2.2285e-08
      9.96113  -2.6256e-12 -1.13102e-08
       9.9211 -4.20845e-12 -1.79359e-08
      9.88107  1.52106e-11  6.41329e-08
      9.84105 -1.04517e-13 -4.35943e-10
      9.80102 -4.93626e-12  -2.0367e-08
      9.76099  1.76018e-11  7.18364e-08
      9.72096 -3.47088e-12 -1.40106e-08
      9.68094 -4.42616e-12 -1.76705e-08
      9.64091  1.21842e-12  4.81054e-09
      9.60088  1.19163e-11  4.65244e-08
      9.56085 -1.17081e-11 -4.52005e-08
      9.52083  1.43793e-11  5.48879e-08
       9.4808 -2.26584e-11 -8.55108e-08
      9.44077  1.88367e-12  7.02777e-09
      9.40074 -7.30253e-12 -2.69325e-08
      9.36072   1.9558e-11  7.12992e-08
      9.32069  2.19888e-11  7.92296e-08
      9.28066 -2.36124e-11 -8.40848e-08
      9.24063  1.25884e-11  4.42998e-08
      9.20061 -3.00628e-12  -1.0454e-08
      9.16058 -5.03314e-12  -1.7293e-08
      9.12055 -2.55086e-12 -8.65887e-09
      9.08052 -1.11193e-11 -3.72865e-08
       9.0405  -5.2428e-12 -1.73659e-08
      9.00047  5.01441e-11  1.64048e-07
      8.96044 -2.89613e-12 -9.35707e-09
      8.92041 -2.20228e-11  -7.0262e-08
      8.88039  7.36525e-12  2.32013e-08
      8.84036  2.64282e-11  8.21908e-08
      8.80033  2.24901e-11  6.90443e-08
       8.7603  4.25906e-11  1.29057e-07
      8.72028 -3.59277e-11 -1.07444e-07
      8.68025  2.21359e-11   6.5327e-08
